repeat	count	RPM
RSP_LIKE.het.U_93_8166_8324__reversed_	3.25	0.44
RSP_LIKE.het.U_319_10570_10726__reversed_	0.00	0.00
RSP_LIKE.het.U_124_47958_48116__reversed_	0.00	0.00
RSP_LIKE.het.U_313_38456_38612	0.68	0.09
RSP_LIKE.het.U_313_9739_9897	1.76	0.24
RSP_LIKE.het.U_78_7600_7758__reversed_	4.17	0.57
RSP_LIKE.het.U_124_46675_46831__reversed_	0.00	0.00
RSP_LIKE.het.U_77_70446_70603__reversed_	0.35	0.05
RSP_LIKE.het.U_78_7120_7278__reversed_	3.71	0.51
RSP_LIKE.het.U_313_18748_18905	0.00	0.00
RSP_LIKE.het.U_78_39363_39519__reversed_	0.00	0.00
RSP_LIKE.het.U_132_48777_48912__reversed_	1.63	0.22
RSP_LIKE.het.U_104_78023_78182__reversed_	1.78	0.24
RSP_LIKE.het.U_132_3312_3471__reversed_	8.76	1.20
RSP_LIKE.het.U_124_38773_38936__reversed_	12.31	1.68
RSP_LIKE.het.U_132_58816_58955__reversed_	0.46	0.06
RSP_LIKE.het.U_77_77729_77883__reversed_	0.00	0.00
RSP_LIKE.het.U_78_38722_38878__reversed_	0.00	0.00
RSP_LIKE.het.U_78_10313_10470__reversed_	3.39	0.46
RSP_LIKE.het.U_124_45872_46030__reversed_	0.00	0.00
RSP_LIKE.het.U_104_80221_80380__reversed_	0.00	0.00
RSP_LIKE.het.U_313_13131_13287	0.00	0.00
RSP_LIKE.het.U_104_42143_42303__reversed_	7.29	1.00
RSP_LIKE.het.U_124_36286_36441__reversed_	0.00	0.00
RSP_LIKE.het.U_104_35823_35980__reversed_	0.00	0.00
RSP_LIKE.het.U_314_18513_18671	0.03	0.00
RSP_LIKE.het.U_317_78334_78492__reversed_	6.55	0.90
RSP_LIKE.het.U_317_37864_38022__reversed_	0.00	0.00
RSP_LIKE.het.U_331_29501_29659	0.00	0.00
RSP_LIKE.het.U_77_73924_74083__reversed_	0.00	0.00
RSP_LIKE.het.U_331_52869_53029	19.20	2.63
RSP_LIKE.het.U_331_27237_27396	3.06	0.42
RSP_LIKE.het.U_313_11517_11675	0.00	0.00
RSP_LIKE.het.U_319_24381_24542__reversed_	226.28	30.97
RSP_LIKE.het.U_313_33954_34112	0.79	0.11
RSP_LIKE.het.U_319_40762_40920__reversed_	0.00	0.00
RSP_LIKE.het.U_104_88526_88685__reversed_	0.00	0.00
RSP_LIKE.het.U_102_35753_35914	12.98	1.78
RSP_LIKE.het.U_124_35658_35818__reversed_	1.50	0.21
RSP_LIKE.het.U_317_78494_78655__reversed_	27.61	3.78
RSP_LIKE.het.U_316_16337_16498	64.09	8.77
RSP_LIKE.het.U_124_48117_48277__reversed_	0.15	0.02
RSP_LIKE.het.U_313_44947_45106	3.00	0.41
RSP_LIKE.het.U_104_75777_75937__reversed_	8.24	1.13
RSP_LIKE.het.U_78_37436_37595__reversed_	0.05	0.01
RSP_LIKE.het.U_331_8448_8606	7.64	1.05
RSP_LIKE.het.U_93_24604_24762__reversed_	2.01	0.28
RSP_LIKE.het.U_77_74555_74714__reversed_	1.00	0.14
RSP_LIKE.het.U_84_37271_37429__reversed_	1.96	0.27
RSP_LIKE.het.U_104_85268_85429__reversed_	40.41	5.53
RSP_LIKE.het.U_77_58980_59133__reversed_	0.16	0.02
RSP_LIKE.het.U_316_733_891	9.94	1.36
RSP_LIKE.het.U_104_34082_34242__reversed_	0.00	0.00
RSP_LIKE.het.U_331_4925_5082	1.59	0.22
RSP_LIKE.het.U_317_60929_61086__reversed_	2.78	0.38
RSP_LIKE.het.U_317_59105_59263__reversed_	0.00	0.00
RSP_LIKE.het.U_104_52654_52811__reversed_	0.97	0.13
RSP_LIKE.het.U_319_22964_23119__reversed_	0.03	0.00
RSP_LIKE.het.U_132_52223_52358__reversed_	0.06	0.01
RSP_LIKE.het.U_104_35344_35502__reversed_	0.00	0.00
RSP_LIKE.het.U_77_73606_73763__reversed_	0.00	0.00
RSP_LIKE.het.U_77_71545_71703__reversed_	0.24	0.03
RSP_LIKE.het.U_78_31645_31801__reversed_	0.00	0.00
RSP_LIKE.het.U_331_115321_115483	57.09	7.81
RSP_LIKE.het.U_317_69746_69903__reversed_	0.04	0.01
RSP_LIKE.het.U_78_36954_37109__reversed_	0.00	0.00
RSP_LIKE.het.U_77_42676_42835	0.20	0.03
RSP_LIKE.het.U_104_49572_49733__reversed_	1.74	0.24
RSP_LIKE.het.U_331_21097_21255	2.21	0.30
RSP_LIKE.het.U_319_32354_32510__reversed_	0.30	0.04
RSP_LIKE.het.U_331_69663_69822	2.70	0.37
RSP_LIKE.het.U_317_49696_49854__reversed_	0.00	0.00
RSP_LIKE.het.U_331_20285_20444	3.27	0.45
RSP_LIKE.het.U_104_58111_58269__reversed_	0.00	0.00
RSP_LIKE.het.U_331_36775_36931	0.57	0.08
RSP_LIKE.het.U_78_36471_36630__reversed_	0.93	0.13
RSP_LIKE.het.U_77_60099_60257__reversed_	1.98	0.27
RSP_LIKE.het.U_78_14427_14583__reversed_	0.40	0.05
RSP_LIKE.het.U_124_45547_45708__reversed_	4.75	0.65
RSP_LIKE.het.U_93_25408_25567__reversed_	2.03	0.28
RSP_LIKE.het.U_104_29385_29546__reversed_	17.98	2.46
RSP_LIKE.het.U_331_16105_16260	0.00	0.00
RSP_LIKE.het.U_149_26302_26462__reversed_	9.32	1.28
RSP_LIKE.het.U_313_44469_44627	0.06	0.01
RSP_LIKE.het.U_124_46192_46352__reversed_	0.00	0.00
RSP_LIKE.het.U_150_9056_9215__reversed_	1.50	0.21
RSP_LIKE.het.U_150_13581_13739__reversed_	0.00	0.00
RSP_LIKE.het.U_319_29123_29269__reversed_	0.43	0.06
RSP_LIKE.het.U_319_27538_27686__reversed_	1.70	0.23
RSP_LIKE.het.U_93_1748_1893__reversed_	0.02	0.00
RSP_LIKE.het.U_93_15987_16132__reversed_	0.00	0.00
RSP_LIKE.het.U_319_22812_22962__reversed_	0.50	0.07
RSP_LIKE.het.U_331_25624_25776	0.91	0.12
RSP_LIKE.het.U_124_40219_40365__reversed_	1.00	0.14
RSP_LIKE.het.U_314_650_809	1.69	0.23
RSP_LIKE.het.U_331_23199_23358	0.70	0.10
RSP_LIKE.het.U_315_5835_5994	39.84	5.45
RSP_LIKE.het.U_331_31432_31592	7.58	1.04
RSP_LIKE.het.U_150_4855_5017__reversed_	18.94	2.59
RSP_LIKE.het.U_84_32913_33071__reversed_	22.68	3.10
RSP_LIKE.het.U_149_30796_30956__reversed_	6.65	0.91
RSP_LIKE.het.U_124_25889_26047__reversed_	3.09	0.42
RSP_LIKE.het.U_77_62664_62825__reversed_	0.00	0.00
RSP_LIKE.het.U_78_27476_27634__reversed_	0.11	0.02
RSP_LIKE.het.U_317_54669_54821__reversed_	0.00	0.00
RSP_LIKE.het.U_331_30139_30297	0.00	0.00
RSP_LIKE.het.U_331_61442_61596	1.34	0.18
RSP_LIKE.het.U_331_39346_39504	0.86	0.12
RSP_LIKE.het.U_317_43509_43670__reversed_	0.48	0.07
RSP_LIKE.het.U_331_58194_58351	45.90	6.28
RSP_LIKE.het.U_319_27380_27537__reversed_	0.46	0.06
RSP_LIKE.het.U_78_3075_3235__reversed_	1.03	0.14
RSP_LIKE.het.U_150_17196_17343__reversed_	0.00	0.00
RSP_LIKE.het.U_84_12224_12381__reversed_	0.00	0.00
RSP_LIKE.het.U_319_36368_36516__reversed_	2.21	0.30
RSP_LIKE.het.U_124_31356_31515__reversed_	0.00	0.00
RSP_LIKE.het.U_77_73137_73292__reversed_	0.00	0.00
RSP_LIKE.het.U_315_17329_17488	0.49	0.07
RSP_LIKE.het.U_316_17641_17801	109.50	14.99
RSP_LIKE.het.U_124_48598_48757__reversed_	0.00	0.00
RSP_LIKE.het.U_315_31291_31452	7.25	0.99
RSP_LIKE.het.U_319_25658_25806__reversed_	1.84	0.25
RSP_LIKE.het.U_93_33375_33537__reversed_	182.71	25.00
RSP_LIKE.het.U_316_10472_10633	81.67	11.18
RSP_LIKE.het.U_316_7387_7549	115.23	15.77
RSP_LIKE.het.U_313_6535_6693	2.18	0.30
RSP_LIKE.het.U_124_10943_11101__reversed_	0.86	0.12
RSP_LIKE.het.U_84_11107_11266__reversed_	0.00	0.00
RSP_LIKE.het.U_317_28380_28539__reversed_	2.37	0.32
RSP_LIKE.het.U_104_70905_71065__reversed_	2.65	0.36
RSP_LIKE.het.U_77_59134_59293__reversed_	0.83	0.11
RSP_LIKE.het.U_331_29978_30137	0.00	0.00
RSP_LIKE.het.U_331_112880_113039	4.98	0.68
RSP_LIKE.het.U_331_87697_87858	148.14	20.27
RSP_LIKE.het.U_317_77532_77694__reversed_	22.58	3.09
RSP_LIKE.het.U_104_42304_42467__reversed_	111.16	15.21
RSP_LIKE.het.U_104_78342_78504__reversed_	138.19	18.91
RSP_LIKE.het.U_93_16897_17057__reversed_	71.20	9.74
RSP_LIKE.het.U_316_12264_12425	123.89	16.96
RSP_LIKE.het.U_120_4975_5137__reversed_	40.36	5.52
RSP_LIKE.het.U_316_23188_23350	390.90	53.50
RSP_LIKE.het.U_316_15685_15846	240.40	32.90
RSP_LIKE.het.U_315_831_993	76.65	10.49
RSP_LIKE.het.U_317_35454_35613__reversed_	0.00	0.00
RSP_LIKE.het.U_316_5760_5920	89.46	12.24
RSP_LIKE.het.U_124_2591_2754__reversed_	82.78	11.33
RSP_LIKE.het.U_78_15889_16017__reversed_	288.17	39.44
RSP_LIKE.het.U_124_8383_8544__reversed_	55.00	7.53
RSP_LIKE.het.U_315_8261_8421	5.68	0.78
RSP_LIKE.het.U_316_9663_9823	11.00	1.51
RSP_LIKE.het.U_316_17150_17311	141.93	19.42
RSP_LIKE.het.U_316_18618_18780	239.84	32.82
RSP_LIKE.het.U_93_1590_1746__reversed_	0.46	0.06
RSP_LIKE.het.U_316_14869_15030	244.54	33.47
RSP_LIKE.het.U_316_12102_12262	75.75	10.37
RSP_LIKE.het.U_316_20576_20736	149.84	20.51
RSP_LIKE.het.U_102_1908_2052	1.06	0.15
RSP_LIKE.het.U_77_72187_72346__reversed_	0.00	0.00
RSP_LIKE.het.U_93_33075_33219__reversed_	175.47	24.01
RSP_LIKE.het.U_319_24057_24220__reversed_	9.51	1.30
RSP_LIKE.het.U_317_25660_25820__reversed_	0.69	0.09
RSP_LIKE.het.U_331_58352_58514	208.48	28.53
RSP_LIKE.het.U_84_43054_43212__reversed_	15.84	2.17
RSP_LIKE.het.U_104_83087_83243__reversed_	0.00	0.00
RSP_LIKE.het.U_132_9930_10090__reversed_	3.16	0.43
RSP_LIKE.het.U_132_23060_23222__reversed_	121.93	16.69
RSP_LIKE.het.U_132_6220_6380__reversed_	0.96	0.13
RSP_LIKE.het.U_149_32205_32364__reversed_	5.72	0.78
RSP_LIKE.het.U_132_15936_16096__reversed_	16.12	2.21
RSP_LIKE.het.U_331_27397_27556	1.22	0.17
RSP_LIKE.het.U_77_17093_17251	2.17	0.30
RSP_LIKE.het.U_317_72284_72443__reversed_	3.02	0.41
RSP_LIKE.het.U_313_43504_43665	105.24	14.40
RSP_LIKE.het.U_317_103906_104069__reversed_	609.40	83.40
RSP_LIKE.het.U_331_11270_11429	17.15	2.35
RSP_LIKE.het.U_104_33274_33434__reversed_	1.76	0.24
RSP_LIKE.het.U_124_781_940__reversed_	95.50	13.07
RSP_LIKE.het.U_78_21703_21826__reversed_	1.32	0.18
RSP_LIKE.het.U_331_11585_11744	13.11	1.79
RSP_LIKE.het.U_102_39496_39659	10.60	1.45
RSP_LIKE.het.U_316_18782_18943	108.04	14.79
RSP_LIKE.het.U_78_23636_23796__reversed_	0.86	0.12
RSP_LIKE.het.U_316_5108_5269	60.11	8.23
RSP_LIKE.het.U_84_17000_17159__reversed_	2.67	0.36
RSP_LIKE.het.U_77_12086_12247	159.98	21.89
RSP_LIKE.het.U_331_48804_48964	1.88	0.26
RSP_LIKE.het.U_93_2218_2344__reversed_	35.35	4.84
RSP_LIKE.het.U_316_10961_11123	180.22	24.66
RSP_LIKE.het.U_331_57715_57875	16.52	2.26
RSP_LIKE.het.U_315_51803_51964	75.27	10.30
RSP_LIKE.het.U_150_1447_1601__reversed_	9.10	1.25
RSP_LIKE.het.U_331_98867_99028	80.40	11.00
RSP_LIKE.het.U_316_22045_22206	219.79	30.08
RSP_LIKE.het.U_93_26650_26812__reversed_	88.98	12.18
RSP_LIKE.het.U_315_31780_31941	11.58	1.58
RSP_LIKE.het.U_316_8685_8845	66.17	9.06
RSP_LIKE.het.U_78_34378_34540__reversed_	143.28	19.61
RSP_LIKE.het.U_313_14581_14741	6.38	0.87
RSP_LIKE.het.U_313_41205_41364	2.40	0.33
RSP_LIKE.het.U_104_43114_43273__reversed_	1.65	0.23
RSP_LIKE.het.U_84_3174_3335__reversed_	0.00	0.00
RSP_LIKE.het.U_84_16209_16369__reversed_	2.46	0.34
RSP_LIKE.het.U_331_5727_5889	0.00	0.00
RSP_LIKE.het.U_124_33179_33338__reversed_	2.30	0.31
RSP_LIKE.het.U_317_75617_75777__reversed_	21.90	3.00
RSP_LIKE.het.U_132_10898_11061__reversed_	137.96	18.88
RSP_LIKE.het.U_132_26135_26299__reversed_	33.09	4.53
RSP_LIKE.het.U_124_16593_16754__reversed_	40.71	5.57
RSP_LIKE.het.U_132_5738_5898__reversed_	2.74	0.38
RSP_LIKE.het.U_317_88457_88617__reversed_	2.33	0.32
RSP_LIKE.het.U_132_26782_26941__reversed_	0.33	0.04
RSP_LIKE.het.U_78_27343_27475__reversed_	10.58	1.45
RSP_LIKE.het.U_77_71865_72024__reversed_	4.72	0.65
RSP_LIKE.het.U_317_92782_92937__reversed_	0.83	0.11
RSP_LIKE.het.U_84_23637_23799__reversed_	58.64	8.03
RSP_LIKE.het.U_132_29286_29447__reversed_	33.03	4.52
RSP_LIKE.het.U_317_15585_15744__reversed_	3.63	0.50
RSP_LIKE.het.U_314_488_649	16.75	2.29
RSP_LIKE.het.U_84_42728_42890__reversed_	47.80	6.54
RSP_LIKE.het.U_104_55527_55690__reversed_	8.32	1.14
RSP_LIKE.het.U_104_81013_81175__reversed_	0.00	0.00
RSP_LIKE.het.U_132_20464_20625__reversed_	7.21	0.99
RSP_LIKE.het.U_132_13011_13171__reversed_	24.87	3.40
RSP_LIKE.het.U_132_19495_19656__reversed_	7.71	1.05
RSP_LIKE.het.U_132_17234_17394__reversed_	4.60	0.63
RSP_LIKE.het.U_132_7511_7672__reversed_	14.80	2.03
RSP_LIKE.het.U_132_22409_22572__reversed_	10.24	1.40
RSP_LIKE.het.U_132_27899_28060__reversed_	73.17	10.01
RSP_LIKE.2E.X_2119093_2119256	86.38	11.82
RSP_LIKE.2E.X_2116015_2116178	149.48	20.46
RSP_LIKE.2E.X_2117783_2117946	113.54	15.54
RSP_LIKE.2E.X_2119417_2119580	66.15	9.05
RSP_LIKE.het.U_93_24115_24278__reversed_	0.41	0.06
RSP_LIKE.het.U_132_15284_15448__reversed_	75.48	10.33
RSP_LIKE.het.U_104_68993_69149__reversed_	0.00	0.00
RSP_LIKE.het.U_124_46031_46191__reversed_	0.00	0.00
RSP_LIKE.het.U_331_17539_17700	6.18	0.85
RSP_LIKE.het.U_331_33531_33692	8.63	1.18
RSP_LIKE.het.U_331_25937_26099	16.45	2.25
RSP_LIKE.het.U_78_3397_3556__reversed_	0.00	0.00
RSP_LIKE.het.U_149_13883_14045__reversed_	0.94	0.13
RSP_LIKE.het.U_77_70120_70282__reversed_	0.00	0.00
RSP_LIKE.het.U_315_55700_55862	5.90	0.81
RSP_LIKE.het.U_331_65985_66145	3.77	0.52
RSP_LIKE.het.U_313_12325_12485	0.63	0.09
RSP_LIKE.het.U_149_21123_21283__reversed_	5.84	0.80
RSP_LIKE.het.U_102_3303_3458	0.31	0.04
RSP_LIKE.het.U_120_11818_11978__reversed_	59.82	8.19
RSP_LIKE.het.U_319_11521_11669__reversed_	2.75	0.38
RSP_LIKE.het.U_331_80045_80205	7.74	1.06
RSP_LIKE.het.U_331_113368_113529	55.43	7.59
RSP_LIKE.het.U_331_28697_28856	0.62	0.08
RSP_LIKE.het.U_149_17395_17555__reversed_	0.32	0.04
RSP_LIKE.het.U_331_92198_92349	2.20	0.30
RSP_LIKE.het.U_331_36451_36612	0.29	0.04
RSP_LIKE.het.U_331_26750_26910	1.10	0.15
RSP_LIKE.het.U_331_38065_38223	0.03	0.00
RSP_LIKE.het.U_124_14047_14206__reversed_	3.37	0.46
RSP_LIKE.het.U_317_49052_49209__reversed_	0.00	0.00
RSP_LIKE.het.U_84_19222_19380__reversed_	5.75	0.79
RSP_LIKE.het.U_313_18261_18422	0.16	0.02
RSP_LIKE.het.U_84_4868_5024__reversed_	0.00	0.00
RSP_LIKE.2E.X_2116179_2116342	80.29	10.99
RSP_LIKE.2E.X_2117947_2118110	75.58	10.34
RSP_LIKE.het.U_124_1573_1727__reversed_	10.32	1.41
RSP_LIKE.het.U_331_81342_81503	2.08	0.28
RSP_LIKE.het.U_77_70604_70765__reversed_	10.89	1.49
RSP_LIKE.het.U_93_7547_7707__reversed_	0.00	0.00
RSP_LIKE.het.U_93_24280_24441__reversed_	1.00	0.14
RSP_LIKE.het.U_150_13740_13898__reversed_	0.00	0.00
RSP_LIKE.het.U_150_11327_11486__reversed_	0.50	0.07
RSP_LIKE.het.U_150_13423_13580__reversed_	0.00	0.00
RSP_LIKE.het.U_102_6819_6979	16.56	2.27
RSP_LIKE.het.U_317_42485_42640__reversed_	0.00	0.00
RSP_LIKE.het.U_104_66194_66352__reversed_	0.19	0.03
RSP_LIKE.het.U_313_7479_7640	0.00	0.00
RSP_LIKE.het.U_124_41928_42087__reversed_	0.00	0.00
RSP_LIKE.het.U_78_43040_43199__reversed_	0.09	0.01
RSP_LIKE.het.U_331_13846_14006	0.61	0.08
RSP_LIKE.het.U_331_79394_79554	14.73	2.02
RSP_LIKE.het.U_104_84949_85107__reversed_	21.25	2.91
RSP_LIKE.het.U_104_78772_78931__reversed_	13.50	1.85
RSP_LIKE.het.U_104_84465_84623__reversed_	3.09	0.42
RSP_LIKE.het.U_104_60770_60931__reversed_	0.15	0.02
RSP_LIKE.het.U_78_29245_29404__reversed_	0.00	0.00
RSP_LIKE.het.U_319_43268_43428__reversed_	0.75	0.10
RSP_LIKE.het.U_93_34011_34169__reversed_	0.00	0.00
RSP_LIKE.het.U_78_42236_42395__reversed_	6.09	0.83
RSP_LIKE.het.U_104_40699_40860__reversed_	9.85	1.35
RSP_LIKE.het.U_124_6895_7055__reversed_	29.82	4.08
RSP_LIKE.het.U_317_75778_75937__reversed_	1.28	0.18
RSP_LIKE.het.U_317_69270_69428__reversed_	0.25	0.03
RSP_LIKE.het.U_331_1214_1373	12.14	1.66
RSP_LIKE.het.U_84_29199_29356__reversed_	1.95	0.27
RSP_LIKE.het.U_331_49785_49944	5.48	0.75
RSP_LIKE.het.U_124_19852_20004__reversed_	1.15	0.16
RSP_LIKE.het.U_331_2019_2179	5.94	0.81
RSP_LIKE.het.U_124_43488_43648__reversed_	4.25	0.58
RSP_LIKE.het.U_132_46158_46291__reversed_	53.22	7.28
RSP_LIKE.het.U_317_43832_43990__reversed_	0.15	0.02
RSP_LIKE.het.U_331_10042_10202	1.41	0.19
RSP_LIKE.het.U_104_81820_81977__reversed_	1.89	0.26
RSP_LIKE.het.U_331_62573_62732	16.15	2.21
RSP_LIKE.het.U_132_46454_46586__reversed_	21.48	2.94
RSP_LIKE.het.U_84_34358_34517__reversed_	3.79	0.52
RSP_LIKE.het.U_331_35801_35962	10.45	1.43
RSP_LIKE.het.U_104_54414_54575__reversed_	6.58	0.90
RSP_LIKE.het.U_331_46606_46768	15.09	2.06
RSP_LIKE.het.U_93_30934_31081__reversed_	0.00	0.00
RSP_LIKE.het.U_314_19645_19805	14.01	1.92
RSP_LIKE.het.U_77_16304_16460	4.02	0.55
RSP_LIKE.het.U_124_29184_29344__reversed_	3.97	0.54
RSP_LIKE.het.U_313_11193_11354	35.45	4.85
RSP_LIKE.het.U_104_59651_59809__reversed_	0.43	0.06
RSP_LIKE.het.U_331_38547_38706	1.13	0.15
RSP_LIKE.het.U_149_6377_6535__reversed_	5.02	0.69
RSP_LIKE.het.U_331_27073_27235	19.43	2.66
RSP_LIKE.het.U_77_59294_59454__reversed_	0.79	0.11
RSP_LIKE.het.U_319_32043_32202__reversed_	3.17	0.43
RSP_LIKE.het.U_93_28791_28954__reversed_	20.37	2.79
RSP_LIKE.het.U_132_20951_21115__reversed_	17.72	2.42
RSP_LIKE.het.U_331_32237_32401	70.53	9.65
RSP_LIKE.het.U_313_4263_4425	1.13	0.15
RSP_LIKE.het.U_331_17376_17538	2.45	0.34
RSP_LIKE.het.U_93_24442_24602__reversed_	3.72	0.51
RSP_LIKE.het.U_316_3155_3317	42.59	5.83
RSP_LIKE.het.U_315_11818_11979	2.73	0.37
RSP_LIKE.het.U_104_28095_28257__reversed_	214.83	29.40
RSP_LIKE.het.U_317_80115_80274__reversed_	19.95	2.73
RSP_LIKE.het.U_331_80856_81015	3.68	0.50
RSP_LIKE.het.U_317_73835_73994__reversed_	3.97	0.54
RSP_LIKE.het.U_317_85246_85406__reversed_	24.90	3.41
RSP_LIKE.het.U_319_32204_32352__reversed_	0.67	0.09
RSP_LIKE.het.U_331_40628_40775	43.54	5.96
RSP_LIKE.het.U_104_59489_59650__reversed_	0.00	0.00
RSP_LIKE.het.U_331_38386_38546	0.34	0.05
RSP_LIKE.het.U_331_21256_21417	1.63	0.22
RSP_LIKE.het.U_331_49458_49620	23.10	3.16
RSP_LIKE.het.U_317_51031_51191__reversed_	1.58	0.22
RSP_LIKE.het.U_104_50423_50583__reversed_	4.60	0.63
RSP_LIKE.het.U_149_27919_28080__reversed_	7.01	0.96
RSP_LIKE.het.U_120_3182_3343__reversed_	11.90	1.63
RSP_LIKE.het.U_331_85582_85743	14.13	1.93
RSP_LIKE.het.U_93_13435_13591__reversed_	29.25	4.00
RSP_LIKE.het.U_317_50126_50288__reversed_	3.70	0.51
RSP_LIKE.het.U_120_7416_7578__reversed_	12.27	1.68
RSP_LIKE.het.U_124_38134_38294__reversed_	0.00	0.00
RSP_LIKE.het.U_317_38500_38659__reversed_	0.00	0.00
RSP_LIKE.het.U_77_6049_6209	0.76	0.10
RSP_LIKE.het.U_331_88338_88496	0.00	0.00
