"","first.first","first.middle","first.last","middle.first","middle.middle","middle.last","last.first","last.middle","last.last","size","band","first.start","second.start","last.start","last.second","maxDyLowerEst"
"11",0,0.0577411328556676,0.0542662916871142,0.0577411328556676,0.0235671754658791,0.0352270818016696,0.0542662916871142,0.0352270818016696,0,5,"6C","X:6742591-6742863","X:6744288-6744580","X:6743223-6743358","X:6744108-6744243",0.0341739573897884
"12",0,0.428314974109807,NA,0.428314974109807,0.307264733364692,0.656542657995282,NA,0.656542657995282,0,4,"6D","X:6833275-6833408","X:6834147-6834328","X:6833455-6833767","X:6833821-6834123",0.34927792463059
"13",0,0.151725847237536,0.164923601248544,0.151725847237536,0.151273974860213,NA,0.164923601248544,NA,0,4,"6E","X:6947917-6948220","X:6948962-6949029","X:6948265-6948581","X:6948696-6948908",0.000451872377322526
"14",0,0.371265054781799,0.391879493921053,0.371265054781799,0.165739917455412,0.176995601024014,0.391879493921053,0.176995601024014,0,4,"6F","X:7145316-7145398","X:7146331-7146570","X:7145648-7145953","X:7145996-7146110",0.205525137326387
"15",0,0.289485811701277,0.139010367450794,0.289485811701277,0.294983261448969,0.256965938985946,0.139010367450794,0.256965938985946,0,138,"7B","X:7513277-7513379","X:7531492-7531604","X:7513453-7513565","X:7531421-7531475",0.0380173224630224
"16",0,NA,0.167117374101081,NA,NA,0.0102617636268971,0.167117374101081,0.0102617636268971,0,114,"7B","X:7727333-7727384","X:7765807-7766153","X:7727410-7727521","X:7765457-7765806",NA
"17",0,0.0096124801333005,0.165876026496943,0.0096124801333005,0.0139137019502819,0.148246445219471,0.165876026496943,0.148246445219471,0,8,"7D","X:8017557-8017909","X:8020735-8020906","X:8017916-8018268","X:8020068-8020419",0.134332743269189
"18",0,0.383412328033044,0.383412328033044,0.383412328033044,0.00576275255126106,0.00287776757573493,0.383412328033044,0.00287776757573493,0,6,"7D","X:8244772-8244889","X:8246345-8246694","X:8244902-8245250","X:8245984-8246333",0.377649575481783
"19",0,0.0919161462873569,NA,0.0919161462873569,0.00377087173545938,0.425000912979224,NA,0.425000912979224,0,5,"7E","X:8327827-8327942","X:8329032-8329226","X:8327949-8328303","X:8328671-8329025",0.421230041243764
"20",0,NA,NA,NA,NA,NA,NA,NA,0,77,"7F","X:8476374-8476491","X:8502818-8502934","X:8476492-8476852","X:8502473-8502817",NA
"21",0,0.507956584367471,0.736117483458282,0.507956584367471,0.244551803587507,0.266262799314865,0.736117483458282,0.266262799314865,0,4,"7F","X:8634750-8634883","X:8635597-8635707","X:8634898-8635244","X:8635245-8635570",0.263404780779964
"22",0,NA,NA,NA,0.0197067525422883,0.0195424651099242,NA,0.0195424651099242,0,126,"8C","X:8947340-8947505","X:8990247-8990413","X:8947506-8947855","X:8989886-8990246",0.000164287432364144
"23",0,0.317332094034246,NA,0.317332094034246,0.265268890139051,0.49750997414275,NA,0.49750997414275,0,4,"8E","X:9495723-9495867","X:9497397-9497466","X:9496687-9497043","X:9497044-9497393",0.232241084003699
"24",0,0.391752088748497,0.224228306629894,0.391752088748497,0.354370961741219,0.228314444913526,0.224228306629894,0.228314444913526,0,4,"8E","X:9587361-9587590","X:9588817-9589174","X:9587595-9587907","X:9587916-9588039",0.126056516827693
"25",0,0.475945332877507,0.828269104756554,0.475945332877507,0.067692144578511,0.427802141006166,0.828269104756554,0.427802141006166,0,33,"9B","X:10220972-10221048","X:10231806-10231906","X:10221056-10221167","X:10231507-10231760",0.408253188298996
"26",0,0.480372289777981,0.620627632272841,0.480372289777981,0.275443255034969,0.496294781931007,0.620627632272841,0.496294781931007,0,7,"9D","X:10611953-10612130","X:10613618-10613759","X:10612213-10612538","X:10613432-10613597",0.220851526896038
"27",0,NA,0.325165643232051,NA,NA,0.22304955405445,0.325165643232051,0.22304955405445,0,6,"9E","X:10730882-10731080","X:10733299-10733494","X:10731111-10731448","X:10732940-10733291",NA
"28",0,0.0428696078858616,0.153467286910382,0.0428696078858616,NA,NA,0.153467286910382,NA,0,40,"9E","X:10769780-10770062","X:10782766-10782823","X:10770078-10770428","X:10782493-10782761",NA
"29",0,0.342020450857816,NA,0.342020450857816,0.102472247899408,0.156491227940006,NA,0.156491227940006,0,4,"10A","X:11017630-11017719","X:11018436-11018514","X:11017725-11018063","X:11018084-11018419",0.239548202958408
"30",0,NA,0.233193335155923,NA,0.0348916816962157,0.0508908417984576,0.233193335155923,0.0508908417984576,0,111,"10C","X:11594873-11595043","X:11632074-11632421","X:11595050-11595406","X:11631896-11632051",0.0159991601022418
"31",0,0.817315255957728,0.863316043641371,0.817315255957728,0.915866350879201,0.638463256000647,0.863316043641371,0.638463256000647,0,5,"10F","X:11830605-11830691","X:11831847-11831901","X:11831275-11831428","X:11831771-11831827",0.277403094878555
"32",0,0.627561427344671,0.885272411184394,0.627561427344671,1.11286330787446,0.664389042614538,0.885272411184394,0.664389042614538,0,4,"10F","X:11870215-11870269","X:11870730-11870866","X:11870289-11870345","X:11870585-11870721",0.48530188052979
"33",0,0.315315908307924,0.340873296179656,0.315315908307924,0.00564027537306258,0.0353464080041032,0.340873296179656,0.0353464080041032,0,4,"11A","X:12025524-12025629","X:12026389-12026565","X:12025670-12026025","X:12026031-12026386",0.309675632934861
"34",0,0.206494763968415,0.181426374304559,0.206494763968415,0.0231740296396189,0.020677448079152,0.181426374304559,0.020677448079152,0,99,"11A","X:12070843-12070967","X:12106798-12107158","X:12071044-12071270","X:12106436-12106797",0.183320734328797
"35",0,0.477278618041882,0.738307795961195,0.477278618041882,0.042116714905934,0.0837918841166571,0.738307795961195,0.0837918841166571,0,4,"11A","X:12447656-12447934","X:12449024-12449206","X:12447937-12448292","X:12448331-12448687",0.435161903135948
"36",0,0.104624717245196,0.221319871160397,0.104624717245196,0.0507262187275136,0.121813511130658,0.221319871160397,0.121813511130658,0,6,"11B","X:12755430-12755678","X:12757477-12757835","X:12755681-12756045","X:12756788-12757113",0.0710872924031449
"37",0,0.163311024103031,0.184567856935352,0.163311024103031,0.035439718139669,0.0787671090781043,0.184567856935352,0.0787671090781043,0,5,"11C","X:12777279-12777567","X:12778650-12778837","X:12777570-12777894","X:12778288-12778645",0.127871305963362
"38",0,0.0929190693313588,0.235145278823712,0.0929190693313588,NA,NA,0.235145278823712,NA,0,136,"11E","X:13272886-13273112","X:13316066-13316233","X:13273113-13273473","X:13315756-13316065",NA
"39",0,0.312752550093112,NA,0.312752550093112,0.0371680600634896,0.402170544866802,NA,0.402170544866802,0,4,"12A","X:13522262-13522439","X:13523163-13523331","X:13522442-13522800","X:13522803-13523162",0.365002484803313
"40",0,0.226216915384964,0.41725417299654,0.226216915384964,0.0216721001587458,0.216035070641728,0.41725417299654,0.216035070641728,0,4,"12E","X:14164070-14164289","X:14164940-14165152","X:14164285-14164612","X:14164608-14164935",0.204544815226218
"41",0,0.0387814594526996,0.109941771664462,0.0387814594526996,0.0398839123269166,0.135979878018682,0.109941771664462,0.135979878018682,0,21,"12E","X:14275498-14275852","X:14283622-14283729","X:14275857-14276211","X:14283263-14283617",0.0960959656917654
"42",0,0.297508589171232,0.592503438372858,0.297508589171232,0.0194362101748915,0.0553170369219454,0.592503438372858,0.0553170369219454,0,4,"12E","X:14325504-14325705","X:14326821-14326914","X:14325752-14326095","X:14326409-14326763",0.278072378996341
"43",0,0.11245349034503,0.674116010625224,0.11245349034503,0.015223226050577,0.50376582720276,0.674116010625224,0.50376582720276,0,5,"12E","X:14375066-14375331","X:14376789-14377104","X:14375352-14375706","X:14376435-14376788",0.488542601152183
"44",0,0.382789942474096,0.189930226449348,0.382789942474096,0.0255523640863906,0.143712300321754,0.189930226449348,0.143712300321754,0,87,"12E","X:14464794-14464849","X:14495333-14495501","X:14464865-14464900","X:14494978-14495325",0.357237578387705
"45",0,0.00387821848805773,0.0420381003646085,0.00387821848805773,0.018517951059795,0.0431339749127469,0.0420381003646085,0.0431339749127469,0,26,"12E","X:14500294-14500348","X:14508673-14509019","X:14500359-14500708","X:14508312-14508665",0.0246160238529519
"46",0,0.0731390545333879,0.29783845434004,0.0731390545333879,0.0572748449747593,0.274209459578443,0.29783845434004,0.274209459578443,0,9,"12F","X:14544715-14545051","X:14547676-14547878","X:14545058-14545405","X:14547353-14547675",0.216934614603683
"47",0,0.427918361927532,0.344083321644368,0.427918361927532,0.0269216592429807,0.0356755781459166,0.344083321644368,0.0356755781459166,0,77,"12F","X:14751463-14751606","X:14778256-14778444","X:14751627-14751968","X:14777903-14778255",0.400996702684551
"48",0,NA,0.178752361099246,NA,NA,NA,0.178752361099246,NA,0,106,"13A","X:15075024-15075261","X:15108711-15108840","X:15075272-15075631","X:15108363-15108709",NA
"49",0,0.026580155592316,0.0366389168340277,0.026580155592316,0.0181218153377231,0.0205428602645843,0.0366389168340277,0.0205428602645843,0,117,"13B","X:15294969-15295329","X:15336390-15336669","X:15295330-15295690","X:15336030-15336389",0.00845834025459296
"50",0,0.0227795621439951,0.0209221527550139,0.0227795621439951,0.0162769775707277,0.0131125438695764,0.0209221527550139,0.0131125438695764,0,83,"13C","X:15502532-15502725","X:15532254-15532614","X:15502726-15503085","X:15531892-15532253",0.00650258457326745
"51",0,NA,0.320496387378552,NA,NA,NA,0.320496387378552,NA,0,98,"14A","X:15974489-15974690","X:16007774-16007870","X:15974691-15975048","X:16007639-16007767",NA
"52",0,0.0327520725198925,0.0493056914393791,0.0327520725198925,0.0262226196110354,0.0493141345326982,0.0493056914393791,0.0493141345326982,0,37,"14A","X:16052858-16053088","X:16065526-16065748","X:16053089-16053447","X:16065180-16065525",0.0230915149216628
"53",0,0.600888455231283,1.1396375004606,0.600888455231283,0.973381667059564,0.613231695447241,1.1396375004606,0.613231695447241,0,4,"14B","X:16323202-16323320","X:16323780-16323898","X:16323365-16323501","X:16323518-16323726",0.372493211828281
"54",0,0.0198830716579756,NA,0.0198830716579756,0.0195173139601942,0.123085549990556,NA,0.123085549990556,0,90,"14B","X:16345135-16345280","X:16374932-16375064","X:16345281-16345641","X:16374599-16374919",0.103568236030362
"55",0,0.092231000335296,0.183231434353678,0.092231000335296,0.0459134215189864,0.0261205329702595,0.183231434353678,0.0261205329702595,0,5,"15D","X:17002546-17002853","X:17003913-17003951","X:17002854-17003205","X:17003563-17003906",0.0463175788163096
"56",0,0.104983326247927,0.183196157029042,0.104983326247927,0.0817227026410434,0.0261198686466221,0.183196157029042,0.0261198686466221,0,7,"15D","X:17005301-17005622","X:17007231-17007269","X:17005623-17005975","X:17006882-17007230",0.0556028339944213
