repeat	count	RPM
1.688.8C.X_8845838_8846174	1.05	0.14
1.688.8D.X_9089181_9089541__reversed_	0.00	0.00
1.688.8B.X_8669615_8669946	0.00	0.00
1.688.11A.X_11927238_11927539__reversed_	0.54	0.07
1.688.7E.X_8070292_8070648	1.27	0.17
1.688.7F.X_8280694_8281041__reversed_	0.00	0.00
1.688.7F.X_8245262_8245611__reversed_	18.88	2.58
1.688.7F.X_8246345_8246694__reversed_	19.87	2.72
1.688.7F.X_8245623_8245972__reversed_	14.93	2.04
1.688.7F.X_8245984_8246333__reversed_	17.17	2.35
1.688.7F.X_8244902_8245250__reversed_	4.48	0.61
1.688.7E.X_8048755_8049102	3.75	0.51
1.688.7E.X_8049116_8049468	5.30	0.73
1.688.7E.X_8007416_8007761__reversed_	3.00	0.41
1.688.7E.X_8020068_8020419	13.20	1.81
1.688.7E.X_8019709_8020063	17.22	2.36
1.688.7E.X_8017557_8017909	27.11	3.71
1.688.7E.X_8017916_8018268	27.48	3.76
1.688.7E.X_8019352_8019704	25.18	3.45
1.688.7E.X_8018964_8019310	22.77	3.12
1.688.7E.X_8018604_8018950	15.14	2.07
1.688.7E.X_8070655_8070999	1.65	0.23
1.688.7E.X_8144381_8144696__reversed_	3.68	0.50
1.688.7E.X_8119912_8120258	1.00	0.14
1.688.11E.X_12956178_12956533__reversed_	0.00	0.00
1.688.11E.X_12955830_12956170__reversed_	0.00	0.00
1.688.11D.X_12873380_12873740__reversed_	0.00	0.00
1.688.13B.X_15056749_15057079	0.00	0.00
1.688.11E.X_12894696_12895043	0.00	0.00
1.688.13C.X_15312458_15312806	0.00	0.00
1.688.10F.X_11607139_11607491	1.00	0.14
1.688.10F.X_11605735_11606083	0.00	0.00
1.688.10F.X_11608557_11608897	0.00	0.00
1.688.10F.X_11606786_11607133	0.00	0.00
1.688.10F.X_11606434_11606781	0.00	0.00
1.688.10F.X_11606088_11606429	0.00	0.00
1.688.10F.X_11608200_11608551	0.00	0.00
1.688.11A.X_11927553_11927889__reversed_	1.71	0.23
1.688.12F.X_14478819_14479171__reversed_	15.07	2.06
1.688.12F.X_14480257_14480608__reversed_	0.00	0.00
1.688.10F.X_11625385_11625745	15.65	2.14
1.688.10F.X_11626973_11627333	13.32	1.82
1.688.10F.X_11631201_11631545	13.21	1.81
1.688.10F.X_11624855_11625199	29.00	3.97
1.688.10F.X_11628734_11629077	5.17	0.71
1.688.10F.X_11629607_11629950	4.73	0.65
1.688.12F.X_14477747_14478098__reversed_	4.60	0.63
1.688.12F.X_14478100_14478456__reversed_	12.16	1.66
1.688.10F.X_11598295_11598643	14.08	1.93
1.688.10F.X_11595413_11595770	42.34	5.79
1.688.10F.X_11596840_11597184	12.37	1.69
1.688.11A.X_11833284_11833638__reversed_	6.07	0.83
1.688.10F.X_11605396_11605710	0.00	0.00
1.688.10F.X_11600105_11600459	67.06	9.18
1.688.10F.X_11601191_11601550	90.93	12.44
1.688.10F.X_11595777_11596103	35.03	4.79
1.688.10F.X_11596481_11596833	22.37	3.06
1.688.10F.X_11597563_11597916	26.18	3.58
1.688.10F.X_11598650_11599004	48.98	6.70
1.688.10F.X_11630480_11630838	31.40	4.30
1.688.10F.X_11612330_11612671	1.00	0.14
1.688.10F.X_11616926_11617282	2.00	0.27
1.688.10F.X_11604695_11605044	0.00	0.00
1.688.10F.X_11615857_11616208	3.67	0.50
1.688.10F.X_11619435_11619793	99.58	13.63
1.688.10F.X_11616570_11616924	1.00	0.14
1.688.10F.X_11619075_11619433	68.84	9.42
1.688.10F.X_11613381_11613735	4.37	0.60
1.688.10F.X_11615146_11615500	11.58	1.58
1.688.10F.X_11618358_11618715	5.25	0.72
1.688.12F.X_14483129_14483481__reversed_	60.18	8.24
1.688.10F.X_11622637_11622983	30.73	4.21
1.688.12F.X_14494618_14494972__reversed_	4.47	0.61
1.688.10F.X_11620155_11620513	29.29	4.01
1.688.10F.X_11617640_11617997	17.74	2.43
1.688.10F.X_11612001_11612329	0.00	0.00
1.688.10F.X_11608898_11609241	0.00	0.00
1.688.12F.X_14481329_14481687__reversed_	37.82	5.18
1.688.12F.X_14480969_14481327__reversed_	9.79	1.34
1.688.12F.X_14491764_14492117__reversed_	42.44	5.81
1.688.10F.X_11614446_11614790	2.26	0.31
1.688.10F.X_11620515_11620873	54.21	7.42
1.688.10F.X_11621951_11622288	20.33	2.78
1.688.10F.X_11618716_11619064	12.87	1.76
1.688.10F.X_11621235_11621579	16.46	2.25
1.688.10F.X_11619795_11620148	70.41	9.64
1.688.10F.X_11624494_11624848	30.23	4.14
1.688.10F.X_11630840_11631194	23.55	3.22
1.688.10F.X_11596118_11596472	54.73	7.49
1.688.10F.X_11626444_11626787	13.13	1.80
1.688.10F.X_11622299_11622630	19.91	2.73
1.688.10F.X_11628373_11628725	14.13	1.93
1.688.10F.X_11614087_11614445	13.69	1.87
1.688.12F.X_14478458_14478813__reversed_	6.50	0.89
1.688.12F.X_14482048_14482405__reversed_	10.12	1.39
1.688.12F.X_14482765_14483124__reversed_	24.19	3.31
1.688.12F.X_14479173_14479531__reversed_	19.57	2.68
1.688.12F.X_14479891_14480251__reversed_	6.86	0.94
1.688.10F.X_11610645_11610949	0.00	0.00
1.688.10F.X_11609597_11609939	0.91	0.12
1.688.10F.X_11609944_11610292	0.00	0.00
1.688.10F.X_11600466_11600824	21.12	2.89
1.688.12F.X_14493910_14494268__reversed_	17.85	2.44
1.688.10F.X_11602257_11602604	66.86	9.15
1.688.10F.X_11603527_11603873	2.42	0.33
1.688.10F.X_11602611_11602965	75.57	10.34
1.688.10F.X_11599384_11599743	85.31	11.68
1.688.12F.X_14494978_14495325__reversed_	0.00	0.00
1.688.10F.X_11595050_11595406	5.81	0.79
1.688.10F.X_11599011_11599377	92.19	12.62
1.688.10F.X_11624167_11624466	7.74	1.06
1.688.10F.X_11628031_11628345	9.32	1.28
1.688.10F.X_11622985_11623338	20.06	2.74
1.688.10F.X_11617999_11618357	20.28	2.78
1.688.10F.X_11620875_11621233	20.74	2.84
1.688.10F.X_11597191_11597556	20.66	2.83
1.688.10F.X_11604339_11604689	0.00	0.00
1.688.12F.X_14488879_14489237__reversed_	14.40	1.97
1.688.12F.X_14487077_14487434__reversed_	16.58	2.27
1.688.12F.X_14489959_14490317__reversed_	17.31	2.37
1.688.12F.X_14493196_14493554__reversed_	5.50	0.75
1.688.12F.X_14483843_14484201__reversed_	7.88	1.08
1.688.10F.X_11615501_11615855	1.28	0.18
1.688.12F.X_14494269_14494616__reversed_	6.45	0.88
1.688.12F.X_14492478_14492836__reversed_	6.85	0.94
1.688.12F.X_14481689_14482046__reversed_	51.31	7.02
1.688.12F.X_14484920_14485279__reversed_	32.11	4.39
1.688.12F.X_14488157_14488516__reversed_	52.15	7.14
1.688.12F.X_14480609_14480967__reversed_	15.54	2.13
1.688.12F.X_14487797_14488156__reversed_	38.11	5.22
1.688.12F.X_14491037_14491396__reversed_	24.89	3.41
1.688.12F.X_14490319_14490677__reversed_	12.35	1.69
1.688.12F.X_14487436_14487795__reversed_	49.90	6.83
1.688.12F.X_14486717_14487076__reversed_	27.14	3.71
1.688.10F.X_11621590_11621949	123.58	16.91
1.688.10F.X_11623345_11623698	45.23	6.19
1.688.10F.X_11623705_11624058	49.30	6.75
1.688.10F.X_11625747_11626085	23.45	3.21
1.688.10F.X_11627335_11627673	25.30	3.46
1.688.12F.X_14483483_14483841__reversed_	22.04	3.02
1.688.12F.X_14485280_14485638__reversed_	10.50	1.44
1.688.12F.X_14482406_14482763__reversed_	10.18	1.39
1.688.12F.X_14486359_14486715__reversed_	15.23	2.08
1.688.10F.X_11632074_11632421	6.96	0.95
1.688.10F.X_11599745_11600103	17.46	2.39
1.688.10F.X_11600826_11601189	29.62	4.05
1.688.10F.X_11601552_11601911	61.43	8.41
1.688.10F.X_11611303_11611644	0.00	0.00
1.688.10F.X_11603183_11603525	50.48	6.91
1.688.10F.X_11601913_11602255	32.69	4.47
1.688.10F.X_11597923_11598288	46.74	6.40
1.688.12F.X_14489239_14489597__reversed_	13.95	1.91
1.688.12F.X_14492837_14493195__reversed_	12.50	1.71
1.688.12F.X_14491398_14491757__reversed_	51.40	7.03
1.688.10F.X_11607496_11607845	0.00	0.00
1.688.10F.X_11610297_11610640	0.00	0.00
1.688.10F.X_11605046_11605391	0.00	0.00
1.688.10F.X_11610961_11611302	0.00	0.00
1.688.10F.X_11616214_11616569	0.00	0.00
1.688.12F.X_14484560_14484918__reversed_	16.26	2.23
1.688.12F.X_14484202_14484559__reversed_	7.52	1.03
1.688.12F.X_14485644_14485997__reversed_	33.76	4.62
1.688.12F.X_14479537_14479889__reversed_	19.56	2.68
1.688.12F.X_14492123_14492477__reversed_	10.79	1.48
1.688.12F.X_14490682_14491036__reversed_	17.64	2.41
1.688.12F.X_14489603_14489957__reversed_	27.64	3.78
1.688.12F.X_14486004_14486358__reversed_	36.83	5.04
1.688.12F.X_14488523_14488877__reversed_	52.26	7.15
1.688.10F.X_11627684_11628029	11.13	1.52
1.688.10F.X_11626096_11626442	28.34	3.88
1.688.10F.X_11617283_11617639	21.50	2.94
1.688.10F.X_11613026_11613380	1.50	0.21
1.688.10F.X_11613737_11614085	13.31	1.82
1.688.10F.X_11611649_11612000	0.00	0.00
1.688.10F.X_11614796_11615144	29.00	3.97
1.688.12F.X_14493555_14493909__reversed_	1.67	0.23
1.688.10F.X_11607847_11608199	0.00	0.00
1.688.10F.X_11609242_11609591	0.03	0.00
1.688.10F.X_11612676_11613025	0.00	0.00
1.688.12F.X_14477389_14477740__reversed_	0.22	0.03
1.688.12F.X_14475958_14476314__reversed_	5.26	0.72
1.688.12F.X_14475238_14475596__reversed_	16.94	2.32
1.688.12F.X_14476317_14476675__reversed_	13.67	1.87
1.688.12F.X_14471819_14472177__reversed_	14.43	1.97
1.688.12F.X_14476678_14477025__reversed_	2.47	0.34
1.688.12F.X_14500719_14501074__reversed_	3.59	0.49
1.688.12F.X_14502343_14502700__reversed_	9.68	1.32
1.688.12F.X_14467461_14467789__reversed_	1.85	0.25
1.688.12F.X_14506287_14506639__reversed_	8.40	1.15
1.688.12F.X_14468153_14468511__reversed_	18.36	2.51
1.688.12F.X_14470377_14470735__reversed_	11.26	1.54
1.688.12F.X_14474878_14475235__reversed_	4.55	0.62
1.688.12F.X_14501264_14501613__reversed_	15.78	2.16
1.688.12F.X_14466739_14467097__reversed_	3.26	0.45
1.688.12F.X_14467100_14467458__reversed_	5.46	0.75
1.688.12F.X_14467792_14468150__reversed_	8.13	1.11
1.688.12F.X_14469234_14469592__reversed_	14.30	1.96
1.688.12F.X_14471459_14471816__reversed_	7.12	0.97
1.688.12F.X_14504688_14505041__reversed_	2.89	0.39
1.688.12F.X_14503396_14503749__reversed_	14.46	1.98
1.688.12F.X_14500359_14500708__reversed_	2.46	0.34
1.688.12F.X_14501624_14501973__reversed_	12.64	1.73
1.688.12F.X_14501984_14502332__reversed_	1.74	0.24
1.688.12F.X_14502708_14503055__reversed_	7.75	1.06
1.688.12F.X_14470016_14470374__reversed_	15.45	2.11
1.688.12F.X_14472540_14472898__reversed_	8.98	1.23
1.688.12F.X_14471098_14471456__reversed_	12.06	1.65
1.688.12F.X_14507951_14508304__reversed_	6.55	0.90
1.688.12F.X_14507590_14507943__reversed_	11.53	1.58
1.688.12F.X_14505409_14505762__reversed_	11.27	1.54
1.688.12F.X_14508312_14508665__reversed_	11.53	1.58
1.688.12F.X_14468875_14469231__reversed_	15.65	2.14
1.688.12F.X_14474517_14474875__reversed_	9.52	1.30
1.688.12F.X_14473261_14473619__reversed_	14.54	1.99
1.688.12F.X_14473847_14474154__reversed_	40.66	5.56
1.688.12F.X_14465920_14466227__reversed_	4.40	0.60
1.688.12F.X_14545975_14546282__reversed_	7.70	1.05
1.688.12F.X_14466429_14466736__reversed_	3.43	0.47
1.688.12F.X_14505972_14506279__reversed_	6.17	0.84
1.688.12F.X_14465110_14465417__reversed_	6.59	0.90
1.688.12F.X_14544715_14545051__reversed_	1.82	0.25
1.688.12F.X_14474157_14474514__reversed_	9.65	1.32
1.688.12F.X_14475599_14475955__reversed_	3.47	0.48
1.688.12F.X_14469595_14469953__reversed_	6.55	0.90
1.688.12F.X_14477028_14477382__reversed_	1.48	0.20
1.688.12F.X_14472180_14472537__reversed_	11.67	1.60
1.688.12F.X_14472901_14473258__reversed_	14.51	1.99
1.688.12F.X_14468514_14468872__reversed_	14.07	1.93
1.688.12F.X_14470738_14471095__reversed_	6.93	0.95
1.688.12F.X_14546290_14546638__reversed_	11.63	1.59
1.688.12F.X_14503757_14504106__reversed_	7.28	1.00
1.688.12F.X_14504118_14504457__reversed_	13.57	1.86
1.688.12F.X_14506647_14506999__reversed_	15.92	2.18
1.688.12F.X_14505049_14505401__reversed_	3.91	0.53
1.688.12F.X_14507230_14507582__reversed_	5.32	0.73
1.688.12F.X_14508673_14509019__reversed_	3.25	0.44
1.688.12F.X_14546646_14547000__reversed_	4.86	0.67
1.688.12F.X_14547001_14547345__reversed_	3.29	0.45
1.688.13B.X_15056397_15056742	0.00	0.00
1.688.13B.X_15102117_15102471	10.79	1.48
1.688.13B.X_15078855_15079212	9.37	1.28
1.688.13B.X_15079574_15079933	5.36	0.73
1.688.13B.X_15095020_15095374	3.03	0.42
1.688.13B.X_15092421_15092774	3.09	0.42
1.688.13B.X_15084406_15084759	4.72	0.65
1.688.13B.X_15085489_15085842	6.96	0.95
1.688.13B.X_15089954_15090307	1.85	0.25
1.688.13B.X_15101757_15102110	3.79	0.52
1.688.13B.X_15101036_15101389	5.93	0.81
1.688.13B.X_15099250_15099600	4.39	0.60
1.688.13B.X_15077412_15077766	3.82	0.52
1.688.13B.X_15091400_15091759	8.57	1.17
1.688.13B.X_15093866_15094225	5.64	0.77
1.688.13B.X_15082164_15082496	7.75	1.06
1.688.13B.X_15083721_15084045	4.42	0.61
1.688.13B.X_15081733_15082092	4.79	0.66
1.688.13B.X_15088397_15088756	3.67	0.50
1.688.13B.X_15083290_15083649	3.05	0.42
1.688.13B.X_15088828_15089160	6.18	0.85
1.688.13B.X_15077773_15078126	3.84	0.53
1.688.13B.X_15079214_15079572	5.45	0.75
1.688.13B.X_15084047_15084404	4.50	0.62
1.688.13B.X_15094661_15095018	6.17	0.84
1.688.13B.X_15089595_15089952	1.21	0.17
1.688.13B.X_15081013_15081372	1.50	0.21
1.688.13B.X_15082580_15082929	0.37	0.05
1.688.13B.X_15087686_15088036	6.55	0.90
1.688.13B.X_15080653_15081011	7.65	1.05
1.688.13B.X_15078495_15078848	9.05	1.24
1.688.13B.X_15089244_15089593	3.38	0.46
1.688.13B.X_15094309_15094659	5.84	0.80
1.688.13B.X_15091843_15092192	2.89	0.40
1.688.13B.X_15080294_15080651	10.32	1.41
1.688.13B.X_15079935_15080292	4.00	0.55
1.688.13B.X_15088038_15088395	5.23	0.72
1.688.13B.X_15081374_15081731	2.79	0.38
1.688.13B.X_15082931_15083288	2.32	0.32
1.688.13B.X_15100006_15100351	5.54	0.76
1.688.13B.X_15097179_15097524	6.44	0.88
1.688.13B.X_15103200_15103558	10.36	1.42
1.688.13B.X_15103560_15103918	4.62	0.63
1.688.13B.X_15103920_15104278	5.61	0.77
1.688.13B.X_15106616_15106927	9.05	1.24
1.688.13B.X_15105715_15106073	12.70	1.74
1.688.13B.X_15104993_15105353	9.10	1.25
1.688.13B.X_15107281_15107640	21.52	2.94
1.688.13B.X_15104634_15104992	1.28	0.18
1.688.13B.X_15108002_15108362	3.50	0.48
1.688.13B.X_15105354_15105713	5.93	0.81
1.688.13B.X_15098565_15098899	0.00	0.00
1.688.13B.X_15090676_15091030	8.52	1.17
1.688.13B.X_15093143_15093497	3.86	0.53
1.688.13B.X_15086211_15086564	1.13	0.15
1.688.13B.X_15085128_15085487	0.65	0.09
1.688.13B.X_15095381_15095735	3.14	0.43
1.688.13B.X_15084766_15085121	6.95	0.95
1.688.13B.X_15092781_15093136	6.60	0.90
1.688.13B.X_15090314_15090669	3.76	0.51
1.688.13B.X_15085849_15086204	3.92	0.54
1.688.13B.X_15098207_15098558	1.95	0.27
1.688.13B.X_15097531_15097883	2.72	0.37
1.688.13B.X_15086931_15087282	4.12	0.56
1.688.13B.X_15086571_15086924	8.12	1.11
1.688.13B.X_15076355_15076674	7.33	1.00
1.688.13B.X_15106075_15106426	2.01	0.27
1.688.13B.X_15106929_15107280	7.84	1.07
1.688.13B.X_15104280_15104633	2.89	0.39
1.688.13B.X_15108363_15108709	1.74	0.24
1.688.13B.X_15096058_15096412	11.02	1.51
1.688.13B.X_15107641_15108001	5.90	0.81
1.688.13B.X_15091037_15091398	6.61	0.90
1.688.13B.X_15096735_15097095	5.90	0.81
1.688.13B.X_15093504_15093864	8.11	1.11
1.688.13B.X_15075632_15075987	2.59	0.35
1.688.13B.X_15098904_15099256	0.48	0.07
1.688.13B.X_15102478_15102837	14.57	1.99
1.688.13B.X_15078133_15078488	7.48	1.02
1.688.13B.X_15101396_15101755	8.85	1.21
1.688.13B.X_15100675_15101034	4.31	0.59
1.688.13B.X_15102839_15103198	14.02	1.92
1.688.12F.X_14416283_14416643	0.00	0.00
1.688.13B.X_15075994_15076349	5.68	0.78
1.688.13B.X_15075272_15075631	5.23	0.72
1.688.13B.X_15077052_15077405	2.88	0.39
1.688.13B.X_15076705_15077041	3.13	0.43
1.688.13A.X_14774432_14774791__reversed_	17.27	2.36
1.688.13A.X_14777184_14777541__reversed_	12.98	1.78
1.688.13A.X_14775857_14776218__reversed_	10.58	1.45
1.688.13A.X_14756279_14756631__reversed_	14.40	1.97
1.688.13A.X_14772998_14773358__reversed_	17.40	2.38
1.688.13A.X_14768337_14768699__reversed_	16.86	2.31
1.688.13A.X_14772277_14772637__reversed_	16.05	2.20
1.688.13A.X_14771559_14771914__reversed_	10.11	1.38
1.688.13A.X_14770837_14771197__reversed_	20.69	2.83
1.688.12F.X_14545406_14545765__reversed_	7.01	0.96
1.688.13A.X_14753785_14754137__reversed_	9.45	1.29
1.688.13A.X_14759095_14759444__reversed_	7.76	1.06
1.688.13A.X_14754845_14755195__reversed_	19.54	2.67
1.688.13A.X_14765498_14765848__reversed_	13.00	1.78
1.688.13A.X_14767625_14767975__reversed_	11.39	1.56
1.688.13A.X_14770494_14770836__reversed_	6.24	0.85
1.688.13A.X_14775505_14775856__reversed_	15.21	2.08
1.688.13A.X_14771915_14772276__reversed_	15.49	2.12
1.688.13A.X_14754138_14754498__reversed_	9.59	1.31
1.688.13A.X_14756993_14757354__reversed_	22.06	3.02
1.688.13A.X_14762666_14763016__reversed_	12.00	1.64
1.688.13A.X_14759445_14759795__reversed_	7.67	1.05
1.688.13A.X_14776477_14776822__reversed_	10.02	1.37
1.688.12F.X_14547353_14547675__reversed_	1.09	0.15
1.688.13A.X_14754499_14754844__reversed_	7.35	1.01
1.688.13A.X_14757702_14758047__reversed_	14.88	2.04
1.688.13A.X_14767279_14767624__reversed_	11.39	1.56
1.688.13A.X_14765152_14765497__reversed_	6.70	0.92
1.688.13A.X_14751627_14751968__reversed_	0.35	0.05
1.688.13A.X_14753418_14753784__reversed_	15.45	2.11
1.688.13A.X_14777903_14778255__reversed_	7.74	1.06
1.688.13A.X_14751969_14752334__reversed_	3.06	0.42
1.688.13A.X_14755557_14755917__reversed_	17.65	2.42
1.688.13A.X_14766210_14766569__reversed_	12.71	1.74
1.688.13A.X_14765849_14766209__reversed_	20.22	2.77
1.688.13A.X_14769060_14769420__reversed_	15.66	2.14
1.688.13A.X_14767976_14768336__reversed_	6.91	0.95
1.688.13A.X_14769421_14769781__reversed_	12.56	1.72
1.688.13A.X_14773359_14773719__reversed_	13.34	1.83
1.688.13A.X_14771198_14771558__reversed_	20.02	2.74
1.688.13A.X_14761222_14761582__reversed_	19.00	2.60
1.688.13A.X_14776823_14777183__reversed_	12.33	1.69
1.688.13A.X_14756632_14756992__reversed_	9.02	1.23
1.688.13A.X_14762305_14762665__reversed_	10.03	1.37
1.688.13A.X_14766570_14766931__reversed_	13.45	1.84
1.688.13A.X_14764443_14764804__reversed_	17.25	2.36
1.688.13A.X_14760500_14760860__reversed_	19.95	2.73
1.688.13A.X_14777542_14777902__reversed_	9.90	1.35
1.688.13A.X_14763721_14764081__reversed_	17.54	2.40
1.688.13A.X_14761583_14761943__reversed_	14.55	1.99
1.688.13A.X_14769782_14770142__reversed_	10.05	1.37
1.688.13A.X_14774072_14774431__reversed_	7.28	1.00
1.688.13A.X_14775144_14775504__reversed_	22.50	3.08
1.688.13A.X_14773720_14774071__reversed_	14.24	1.95
1.688.13A.X_14770143_14770493__reversed_	9.49	1.30
1.688.13A.X_14774792_14775143__reversed_	19.63	2.69
1.688.13A.X_14759796_14760147__reversed_	18.42	2.52
1.688.13A.X_14758048_14758399__reversed_	18.48	2.53
1.688.13A.X_14764082_14764442__reversed_	22.35	3.06
1.688.13A.X_14760861_14761221__reversed_	12.72	1.74
1.688.13A.X_14761944_14762304__reversed_	12.07	1.65
1.688.13A.X_14760148_14760499__reversed_	17.98	2.46
1.688.13A.X_14763369_14763720__reversed_	17.13	2.34
1.688.13A.X_14763017_14763368__reversed_	13.01	1.78
1.688.13A.X_14753057_14753417__reversed_	11.86	1.62
1.688.13A.X_14752696_14753056__reversed_	6.68	0.91
1.688.13A.X_14764805_14765151__reversed_	9.26	1.27
1.688.13A.X_14766932_14767278__reversed_	8.38	1.15
1.688.13A.X_14758748_14759094__reversed_	14.52	1.99
1.688.13A.X_14757355_14757701__reversed_	18.03	2.47
1.688.13A.X_14772638_14772997__reversed_	16.48	2.26
1.688.13A.X_14768700_14769059__reversed_	13.88	1.90
1.688.13A.X_14755196_14755556__reversed_	22.85	3.13
1.688.13A.X_14752335_14752695__reversed_	7.29	1.00
1.688.13A.X_14755918_14756278__reversed_	12.74	1.74
1.688.13A.X_14758400_14758747__reversed_	22.12	3.03
1.688.12F.X_14545058_14545405__reversed_	7.15	0.98
