repeat	count	RPM
1.688.het.U_66_56807_57155__reversed_	3.16	0.11
1.688.het.U_66_46034_46383__reversed_	6.14	0.22
1.688.het.U_66_51514_51863__reversed_	9.09	0.32
1.688.het.U_63_21238_21587__reversed_	11.37	0.40
1.688.het.U_66_32130_32479__reversed_	19.59	0.69
1.688.het.U_63_20594_20943__reversed_	30.88	1.09
1.688.het.U_63_24335_24683__reversed_	24.44	0.86
1.688.het.U_66_71227_71572__reversed_	3.30	0.12
1.688.het.U_66_61464_61811__reversed_	10.76	0.38
1.688.het.U_66_48633_48981__reversed_	6.16	0.22
1.688.het.U_66_58109_58457__reversed_	11.02	0.39
1.688.het.U_63_4080_4428__reversed_	11.71	0.41
1.688.het.U_66_39124_39473__reversed_	4.47	0.16
1.688.het.U_66_62297_62649__reversed_	14.94	0.53
1.688.het.U_66_42338_42690__reversed_	7.62	0.27
1.688.het.U_66_50296_50648__reversed_	13.77	0.49
1.688.het.U_66_39597_39949__reversed_	14.82	0.52
1.688.het.U_66_52951_53303__reversed_	7.47	0.26
1.688.het.U_86_17123_17444	94.23	3.33
1.688.het.U_86_18165_18486	49.83	1.76
1.688.het.U_86_20976_21297	35.23	1.24
1.688.het.U_86_25435_25756	50.18	1.77
1.688.het.U_66_25544_25894	4.13	0.15
1.688.het.U_67_35839_36190	9.26	0.33
1.688.het.U_142_40047_40393__reversed_	23.87	0.84
1.688.het.U_66_26253_26606	45.52	1.61
1.688.het.U_109_20250_20591__reversed_	0.00	0.00
1.688.het.U_109_50148_50506__reversed_	15.22	0.54
1.688.het.U_67_28806_29157	45.11	1.59
1.688.het.U_109_27659_28014__reversed_	15.26	0.54
1.688.het.U_79_12565_12926__reversed_	180.49	6.38
1.688.het.U_79_796_1155__reversed_	27.61	0.98
1.688.het.U_79_1879_2240__reversed_	66.89	2.36
1.688.het.U_79_2964_3324__reversed_	45.42	1.60
1.688.het.U_79_4049_4410__reversed_	121.56	4.29
1.688.het.U_79_5535_5897__reversed_	51.98	1.84
1.688.het.U_79_6273_6635__reversed_	145.74	5.15
1.688.het.U_110_5792_6149__reversed_	18.83	0.67
1.688.het.U_109_44516_44865__reversed_	4.29	0.15
1.688.het.U_110_20316_20667__reversed_	24.57	0.87
1.688.het.U_110_4719_5080__reversed_	6.78	0.24
1.688.8A.X_8334713_8335062	6.65	0.24
1.688.het.U_66_65369_65712__reversed_	120.31	4.25
1.688.8A.X_8350587_8350947__reversed_	38.08	1.35
1.688.het.U_109_22002_22357__reversed_	21.52	0.76
1.688.het.U_47_15429_15787__reversed_	11.27	0.40
1.688.het.U_108_21492_21850	24.64	0.87
1.688.het.U_108_42899_43257	45.48	1.61
1.688.het.U_109_43441_43800__reversed_	20.55	0.73
1.688.het.U_108_56936_57295	26.46	0.93
1.688.het.U_110_51607_51967__reversed_	5.31	0.19
1.688.het.U_109_36242_36598__reversed_	7.21	0.25
1.688.het.U_109_13897_14257__reversed_	23.50	0.83
1.688.het.U_110_18533_18893__reversed_	16.64	0.59
1.688.het.U_109_6422_6779__reversed_	14.81	0.52
1.688.het.U_47_18630_18990__reversed_	38.13	1.35
1.688.het.U_109_2929_3288__reversed_	25.98	0.92
1.688.het.U_142_6976_7298__reversed_	53.80	1.90
1.688.het.U_80_1317_1633__reversed_	0.00	0.00
1.688.het.U_93_21853_22208	14.59	0.52
1.688.het.U_93_8113_8471	61.99	2.19
1.688.het.U_93_253_612	113.53	4.01
1.688.het.U_79_12927_13287__reversed_	111.14	3.93
1.688.het.U_93_8831_9189	98.67	3.49
1.688.het.U_79_3689_4048__reversed_	110.51	3.90
1.688.het.U_79_436_795__reversed_	118.08	4.17
1.688.het.U_4_218871_219230__reversed_	71.38	2.52
1.688.het.U_4_219944_220303__reversed_	19.28	0.68
1.688.het.U_93_17219_17567	161.53	5.71
1.688.het.U_93_24341_24698	56.27	1.99
1.688.het.U_93_19719_20079	420.03	14.84
1.688.het.U_93_22565_22923	71.94	2.54
1.688.het.U_63_51657_52017__reversed_	36.57	1.29
1.688.het.U_63_57716_58069__reversed_	2.58	0.09
1.688.het.U_63_54807_55162__reversed_	26.77	0.95
1.688.het.U_63_53691_54046__reversed_	31.76	1.12
1.688.het.U_142_20620_20974__reversed_	21.45	0.76
1.688.het.U_142_11674_12027__reversed_	15.42	0.54
1.688.het.U_80_10500_10854__reversed_	33.54	1.18
1.688.het.U_80_4550_4902__reversed_	7.86	0.28
1.688.het.U_142_21270_21623__reversed_	20.55	0.73
1.688.het.U_109_25183_25541__reversed_	18.88	0.67
1.688.het.U_108_75617_75975	16.25	0.57
1.688.het.U_108_86314_86670	13.98	0.49
1.688.het.U_66_12259_12614	7.10	0.25
1.688.het.U_63_59369_59702__reversed_	114.57	4.05
1.688.8A.X_8336517_8336836	154.45	5.46
1.688.het.U_67_24370_24726	77.58	2.74
1.688.het.U_109_21286_21643__reversed_	108.86	3.85
1.688.het.U_109_17102_17450__reversed_	3.68	0.13
1.688.het.U_109_18499_18843__reversed_	2.04	0.07
1.688.het.U_66_9412_9764	56.73	2.00
1.688.het.U_109_16748_17101__reversed_	2.41	0.09
1.688.het.U_109_19201_19553__reversed_	0.62	0.02
1.688.het.U_109_27308_27658__reversed_	3.53	0.12
1.688.het.U_66_15945_16288	3.13	0.11
1.688.het.U_109_25893_26234__reversed_	6.88	0.24
1.688.het.U_109_6074_6421__reversed_	16.31	0.58
1.688.het.U_47_245_591__reversed_	2.75	0.10
1.688.het.U_109_5717_6073__reversed_	10.12	0.36
1.688.het.U_66_8345_8699	16.64	0.59
1.688.het.U_63_49623_49983__reversed_	30.67	1.08
1.688.het.U_63_53128_53488__reversed_	33.02	1.17
1.688.het.U_63_51094_51454__reversed_	128.83	4.55
1.688.het.U_63_56797_57157__reversed_	71.92	2.54
1.688.het.U_63_59703_60020__reversed_	56.28	1.99
1.688.het.U_108_76333_76672	8.80	0.31
1.688.het.U_108_81678_82019	24.58	0.87
1.688.het.U_109_15325_15680__reversed_	19.74	0.70
1.688.het.U_108_75976_76332	12.73	0.45
1.688.het.U_108_70604_70961	18.69	0.66
1.688.het.U_66_6910_7267	9.96	0.35
1.688.het.U_66_4765_5122	12.71	0.45
1.688.het.U_111_11024_11376__reversed_	5.68	0.20
1.688.het.U_108_85957_86313	11.01	0.39
1.688.het.U_67_44996_45353	157.76	5.57
1.688.het.U_79_28518_28883__reversed_	29.55	1.04
1.688.het.U_79_15877_16220__reversed_	45.04	1.59
1.688.het.U_4_216726_217085__reversed_	121.73	4.30
1.688.het.U_86_26138_26471	333.63	11.79
1.688.het.U_86_11880_12217	108.44	3.83
1.688.het.U_86_16440_16782	45.26	1.60
1.688.het.U_86_15010_15369	26.83	0.95
1.688.het.U_86_1928_2285	14.74	0.52
1.688.het.U_86_14309_14666	13.72	0.48
1.688.het.U_86_10095_10454	32.97	1.16
1.688.het.U_86_24753_25093	20.87	0.74
1.688.het.U_86_18868_19228	31.01	1.10
1.688.het.U_86_17466_17824	22.15	0.78
1.688.het.U_86_21319_21678	18.93	0.67
1.688.het.U_86_18508_18867	23.22	0.82
1.688.het.U_86_10809_11165	66.06	2.33
1.688.het.U_86_15728_16083	10.02	0.35
1.688.het.U_109_16037_16392__reversed_	27.71	0.98
1.688.het.U_66_28796_29151	191.67	6.77
1.688.het.U_66_27224_27584	162.75	5.75
1.688.het.U_63_50185_50545__reversed_	36.20	1.28
1.688.het.U_63_48703_49063__reversed_	43.87	1.55
1.688.het.U_63_52220_52579__reversed_	14.25	0.50
1.688.het.U_63_28903_29261__reversed_	62.60	2.21
1.688.het.U_108_88101_88461	114.08	4.03
1.688.het.U_109_21644_22001__reversed_	178.79	6.32
1.688.het.U_63_60120_60471__reversed_	27.29	0.96
1.688.het.U_63_25279_25637__reversed_	7.69	0.27
1.688.het.U_110_40955_41275__reversed_	47.97	1.69
1.688.het.U_109_1194_1514__reversed_	204.51	7.22
1.688.het.U_66_51864_52222__reversed_	22.23	0.79
1.688.het.U_66_38037_38395__reversed_	13.68	0.48
1.688.het.U_63_21588_21946__reversed_	21.87	0.77
1.688.het.U_63_22639_22999__reversed_	37.87	1.34
1.688.het.U_63_23691_24039__reversed_	22.90	0.81
1.688.het.U_66_48982_49343__reversed_	24.07	0.85
1.688.het.U_66_41135_41495__reversed_	12.57	0.44
1.688.het.U_66_34877_35230__reversed_	260.46	9.20
1.688.het.U_66_33497_33857__reversed_	56.21	1.99
1.688.het.U_111_2205_2565__reversed_	46.02	1.63
1.688.het.U_93_29636_29980	48.97	1.73
1.688.het.U_93_24699_25048	24.71	0.87
1.688.het.U_86_6548_6908	67.14	2.37
1.688.het.U_86_4065_4425	37.25	1.32
1.688.het.U_86_5845_6166	34.50	1.22
1.688.8A.X_8335434_8335794	64.82	2.29
1.688.het.U_108_50100_50460	63.72	2.25
1.688.het.U_47_9034_9391__reversed_	1.13	0.04
1.688.het.U_110_810_1169__reversed_	13.61	0.48
1.688.het.U_109_28728_29088__reversed_	14.53	0.51
1.688.het.U_109_28368_28727__reversed_	12.33	0.44
1.688.het.U_109_30518_30878__reversed_	35.06	1.24
1.688.het.U_110_50892_51251__reversed_	8.38	0.30
1.688.het.U_110_54102_54460__reversed_	22.29	0.79
1.688.het.U_109_9268_9628__reversed_	146.28	5.17
1.688.het.U_92_22748_23107	16.01	0.57
1.688.het.U_92_1138_1498	51.09	1.81
1.688.het.U_92_16539_16901	65.31	2.31
1.688.het.U_92_16177_16538	36.25	1.28
1.688.het.U_92_23108_23468	78.51	2.77
1.688.het.U_92_1499_1858	38.08	1.35
1.688.het.U_92_8582_8939	6.82	0.24
1.688.het.U_92_15083_15443	45.63	1.61
1.688.het.U_92_15815_16176	37.65	1.33
1.688.het.U_66_69549_69907__reversed_	55.78	1.97
1.688.het.U_63_2403_2760__reversed_	20.06	0.71
1.688.het.U_109_42775_43080__reversed_	53.01	1.87
1.688.het.U_47_28855_29247__reversed_	10.94	0.39
1.688.het.U_110_4030_4355__reversed_	5.43	0.19
1.688.het.U_80_281_613__reversed_	0.16	0.01
1.688.het.U_66_68059_68417__reversed_	77.74	2.75
1.688.het.U_63_914_1270__reversed_	13.69	0.48
1.688.het.U_109_8908_9267__reversed_	77.23	2.73
1.688.het.U_67_36191_36542	29.58	1.05
1.688.het.U_109_467_821__reversed_	9.48	0.33
1.688.het.U_80_27125_27477__reversed_	24.64	0.87
1.688.het.U_142_11321_11673__reversed_	33.59	1.19
1.688.het.U_80_4197_4549__reversed_	20.78	0.73
1.688.het.U_142_20266_20619__reversed_	35.85	1.27
1.688.het.U_80_10147_10499__reversed_	20.18	0.71
1.688.het.U_66_19052_19402	23.23	0.82
1.688.het.U_67_29508_29874	51.73	1.83
1.688.het.U_93_25049_25404	11.17	0.39
1.688.het.U_66_18696_19051	43.58	1.54
1.688.het.U_93_2043_2399	9.38	0.33
1.688.het.U_66_9765_10121	4.09	0.14
1.688.het.U_66_6197_6554	12.32	0.44
1.688.het.U_109_6780_7130__reversed_	6.35	0.22
1.688.het.U_108_83091_83448	17.64	0.62
1.688.het.U_66_17362_17717	10.80	0.38
1.688.het.U_66_20113_20468	21.35	0.75
1.688.het.U_108_77033_77389	15.80	0.56
1.688.het.U_108_78106_78460	22.51	0.80
1.688.het.U_93_30329_30684	25.02	0.88
1.688.het.U_93_1684_2042	125.98	4.45
1.688.het.U_109_26235_26593__reversed_	22.91	0.81
1.688.het.U_93_3475_3834	41.17	1.45
1.688.het.U_66_6555_6909	7.85	0.28
1.688.het.U_111_9281_9642__reversed_	72.69	2.57
1.688.het.U_109_41707_42065__reversed_	11.87	0.42
1.688.het.U_67_35135_35489	20.09	0.71
1.688.het.U_111_7886_8240__reversed_	3.90	0.14
1.688.het.U_111_11953_12306__reversed_	0.00	0.00
1.688.het.U_93_32097_32449	2.74	0.10
1.688.het.U_111_17515_17830__reversed_	0.00	0.00
1.688.het.U_111_9993_10335__reversed_	4.00	0.14
1.688.het.U_47_6415_6719__reversed_	0.00	0.00
1.688.het.U_47_5502_5813__reversed_	0.00	0.00
1.688.het.U_111_8241_8584__reversed_	0.00	0.00
1.688.het.U_111_16873_17182__reversed_	0.00	0.00
1.688.het.U_111_21061_21376__reversed_	0.00	0.00
1.688.het.U_111_30130_30436__reversed_	0.00	0.00
1.688.het.U_111_25456_25773__reversed_	0.00	0.00
1.688.het.U_111_33336_33646__reversed_	0.00	0.00
1.688.het.U_47_2694_3019__reversed_	0.02	0.00
1.688.het.U_111_21905_22212__reversed_	0.00	0.00
1.688.het.U_111_32706_33012__reversed_	0.00	0.00
1.688.het.U_66_72136_72446__reversed_	1.00	0.04
1.688.het.U_47_4224_4540__reversed_	0.00	0.00
1.688.het.U_47_4541_4864__reversed_	0.00	0.00
1.688.het.U_109_4669_5009__reversed_	0.38	0.01
1.688.het.U_66_17718_18065	1.04	0.04
1.688.het.U_109_7131_7479__reversed_	7.12	0.25
1.688.het.U_92_29455_29805	2.00	0.07
1.688.het.U_109_23066_23419__reversed_	3.35	0.12
1.688.het.U_109_24832_25182__reversed_	29.57	1.04
1.688.het.U_109_18156_18498__reversed_	1.96	0.07
1.688.het.U_109_22714_23065__reversed_	13.49	0.48
1.688.het.U_111_17840_18167__reversed_	0.00	0.00
1.688.het.U_93_26119_26468	6.69	0.24
1.688.het.U_111_28891_29199__reversed_	0.00	0.00
1.688.het.U_111_27968_28276__reversed_	0.00	0.00
1.688.het.U_111_33023_33334__reversed_	0.00	0.00
1.688.het.U_111_29203_29515__reversed_	0.00	0.00
1.688.het.U_111_26711_27018__reversed_	0.00	0.00
1.688.het.U_111_13351_13684__reversed_	0.15	0.01
1.688.het.U_111_18171_18489__reversed_	0.00	0.00
1.688.het.U_80_614_963__reversed_	0.00	0.00
1.688.het.U_47_2348_2693__reversed_	2.72	0.10
1.688.het.U_80_964_1300__reversed_	0.00	0.00
1.688.het.U_47_2003_2347__reversed_	0.24	0.01
1.688.het.U_111_17183_17514__reversed_	0.00	0.00
1.688.het.U_109_18844_19200__reversed_	2.87	0.10
1.688.het.U_92_30162_30510	0.69	0.02
1.688.het.U_111_12659_12997__reversed_	0.00	0.00
1.688.het.U_66_133_472	11.96	0.42
1.688.het.U_111_35167_35519__reversed_	84.42	2.98
1.688.het.U_66_13693_14037	11.24	0.40
1.688.het.U_109_15681_16036__reversed_	7.65	0.27
1.688.het.U_93_9902_10255	29.69	1.05
1.688.het.U_67_22841_23194	43.98	1.55
1.688.het.U_109_14613_14968__reversed_	13.17	0.47
1.688.het.U_111_20433_20738__reversed_	0.00	0.00
1.688.het.U_111_15830_16175__reversed_	0.49	0.02
1.688.het.U_111_9643_9992__reversed_	0.70	0.02
1.688.het.U_111_14024_14370__reversed_	8.77	0.31
1.688.het.U_66_72466_72785__reversed_	1.00	0.04
1.688.het.U_63_5185_5539__reversed_	22.97	0.81
1.688.het.U_47_24672_25044__reversed_	5.98	0.21
1.688.het.U_111_16176_16528__reversed_	0.00	0.00
1.688.het.U_109_22358_22713__reversed_	10.69	0.38
1.688.het.U_111_19122_19454__reversed_	0.00	0.00
1.688.het.U_111_30767_31088__reversed_	0.00	0.00
1.688.het.U_47_5814_6125__reversed_	0.00	0.00
1.688.het.U_47_6720_7022__reversed_	0.00	0.00
1.688.het.U_47_4865_5178__reversed_	0.00	0.00
1.688.het.U_111_32390_32702__reversed_	0.00	0.00
1.688.het.U_111_29815_30128__reversed_	0.00	0.00
1.688.het.U_111_34245_34566__reversed_	0.00	0.00
1.688.het.U_47_7333_7638__reversed_	0.00	0.00
1.688.het.U_111_25145_25454__reversed_	0.00	0.00
1.688.het.U_47_5179_5501__reversed_	0.00	0.00
1.688.het.U_110_52323_52677__reversed_	16.39	0.58
1.688.het.U_109_12130_12486__reversed_	2.56	0.09
1.688.het.U_109_16393_16747__reversed_	11.30	0.40
1.688.het.U_66_12971_13333	5.54	0.20
1.688.het.U_66_57156_57483__reversed_	4.45	0.16
1.688.het.U_111_24169_24490__reversed_	0.00	0.00
1.688.het.U_111_19455_19779__reversed_	0.00	0.00
1.688.het.U_111_31093_31413__reversed_	0.00	0.00
1.688.het.U_111_27019_27329__reversed_	0.00	0.00
1.688.het.U_111_26396_26706__reversed_	0.00	0.00
1.688.het.U_111_23845_24168__reversed_	0.00	0.00
1.688.het.U_111_23172_23508__reversed_	0.00	0.00
1.688.het.U_111_22526_22850__reversed_	0.00	0.00
1.688.het.U_111_23509_23841__reversed_	0.00	0.00
1.688.het.U_111_30439_30761__reversed_	0.00	0.00
1.688.het.U_111_18494_18816__reversed_	0.00	0.00
1.688.het.U_111_32062_32389__reversed_	0.00	0.00
1.688.het.U_111_27652_27963__reversed_	0.00	0.00
1.688.het.U_111_31741_32061__reversed_	0.00	0.00
1.688.het.U_111_26087_26391__reversed_	0.00	0.00
1.688.het.U_111_20745_21057__reversed_	0.00	0.00
1.688.het.U_111_22214_22521__reversed_	0.00	0.00
1.688.het.U_111_20106_20429__reversed_	1.00	0.04
1.688.het.U_111_27334_27648__reversed_	0.00	0.00
1.688.het.U_111_28588_28890__reversed_	0.00	0.00
1.688.het.U_111_22854_23171__reversed_	0.00	0.00
1.688.het.U_111_24816_25140__reversed_	0.00	0.00
1.688.het.U_111_24491_24815__reversed_	0.00	0.00
1.688.het.U_111_19783_20105__reversed_	0.00	0.00
1.688.het.U_111_31417_31740__reversed_	0.00	0.00
1.688.het.U_111_5777_6123__reversed_	2.17	0.08
1.688.het.U_109_13547_13896__reversed_	24.50	0.87
1.688.het.U_67_41829_42182	7.55	0.27
1.688.het.U_109_33745_34090__reversed_	73.00	2.58
1.688.het.U_109_38857_39207__reversed_	2.56	0.09
1.688.het.U_93_17928_18281	22.23	0.79
1.688.het.U_109_44866_45221__reversed_	1.93	0.07
1.688.het.U_108_54419_54777	45.83	1.62
1.688.het.U_142_37927_38284__reversed_	14.12	0.50
1.688.het.U_109_10696_11053__reversed_	2.99	0.11
1.688.het.U_109_20592_20938__reversed_	2.00	0.07
1.688.het.U_142_38988_39344__reversed_	19.36	0.68
1.688.het.U_109_24126_24482__reversed_	19.70	0.70
1.688.het.U_66_5481_5839	16.46	0.58
1.688.het.U_93_2758_3115	9.80	0.35
1.688.het.U_66_3333_3688	8.07	0.29
1.688.het.U_108_73829_74186	17.26	0.61
1.688.het.U_108_71320_71676	25.54	0.90
1.688.het.U_108_75261_75616	21.37	0.75
1.688.het.U_108_82736_83090	20.14	0.71
1.688.het.U_66_14964_15317	22.16	0.78
1.688.het.U_66_8700_9052	4.05	0.14
1.688.het.U_66_11545_11901	33.45	1.18
1.688.het.U_66_14038_14395	11.83	0.42
1.688.het.U_109_26594_26950__reversed_	34.89	1.23
1.688.het.U_109_20939_21285__reversed_	9.99	0.35
1.688.het.U_66_21718_22048	3.55	0.13
1.688.het.U_67_40071_40419	55.50	1.96
1.688.het.U_93_27890_28235	3.86	0.14
1.688.het.U_67_34434_34780	3.17	0.11
1.688.het.U_67_43587_43935	19.55	0.69
1.688.het.U_93_31749_32096	8.71	0.31
1.688.het.U_67_38316_38665	9.03	0.32
1.688.het.U_67_39369_39718	8.81	0.31
1.688.het.U_67_25560_25909	19.83	0.70
1.688.het.U_67_43936_44287	44.13	1.56
1.688.het.U_67_41478_41828	17.53	0.62
1.688.het.U_67_15633_15984	90.05	3.18
