Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
Transib-1	1	DNAREP1	2302	DNAREP1	1	X:290799-290820	290799	290820	290799	290820	1A	103614	1A	103614
DNAREP1	1	Transib-1	1	G3	1491	X:290821-291091	290821	291091	290821	291091	1A	103614	1A	103614
G3	1	DNAREP1	1491	DM412	3367	X:292582-293035	292582	293035	292582	293035	1A	103614	1A	103614
DM412 1 6477	1	G3	3367	DM412B	1	X:296402-302961	296402	302961	296402	302961	1A	103614	1A	103614
DM412B	1	DM412	1	DNAREP1	169	X:302962-303475	302962	303475	302962	303475	1A	103614	1A	103614
DNAREP1	1	DM412B	169	Helitron-N1	1265	X:303644-303861	303644	303861	303644	303861	1A	103614	1A	103614
Helitron-N1	1	DNAREP1	1265	DNAREP1	422	X:305126-305228	305126	305228	305126	305228	1A	103614	1A	103614
DNAREP1	2	Helitron-N1	422	DNAREP1	7441	X:305650-306933	305650	305788	306502	306933	1A	103614	1A	103614
DNAREP1	1	DNAREP1	7441	BLASTOPIA	4015	X:314374-314511	314374	314511	314374	314511	1A	103614	1A	103614
BLASTOPIA	3	DNAREP1	4015	DNAREP1	590	X:318526-323554	318526	318801	323279	323554	1A	103614	1A	103614
DNAREP1	1	BLASTOPIA	590	BEL-8	4328	X:324144-324204	324144	324204	324144	324204	1A	103614	1A	103614
BEL-8	1	DNAREP1	4328	DNAREP1	769	X:328532-328797	328532	328797	328532	328797	1A	103614	1A	103614
DNAREP1	1	BEL-8	769	Helitron-N1	5279	X:329566-329662	329566	329662	329566	329662	1A	103614	1A	103614
Helitron-N1	2	DNAREP1	5279	DNAREP1	2098	X:334941-335192	334941	335013	335133	335192	1A	103614	1A	103614
DNAREP1	1	Helitron-N1	2098	BEL-21	2845	X:337290-337566	337290	337566	337290	337566	1A	103614	1A	103614
BEL-21	1	DNAREP1	2845	Helitron-N2	457	X:340411-340463	340411	340463	340411	340463	1A	103614	1A	103614
Helitron-N2	1	BEL-21	457	Transib-1	657	X:340920-341000	340920	341000	340920	341000	1A	103614	1A	103614
Transib-1	1	Helitron-N2	657	Helitron-N1	6163	X:341657-341727	341657	341727	341657	341727	1A	103614	1A	103614
Helitron-N1	1	Transib-1	6163	Transib-1	3412	X:347890-348041	347890	348041	347890	348041	1A	103614	1A	103614
Transib-1	1	Helitron-N1	3412	Helitron-N1	247	X:351453-351520	351453	351520	351453	351520	1A	103614	1A	103614
Helitron-N1	1	Transib-1	247	DNAREP1	391	X:351767-351837	351767	351837	351767	351837	1A	103614	1A	103614
DNAREP1	1	Helitron-N1	391	P	-2	X:352228-352296	352228	352296	352228	352296	1A	103614	1A	103614
P	1	DNAREP1	-2	Helitron-N1	13344	X:352294-352342	352294	352342	352294	352342	1A	103614	1A	103614
Helitron-N1	1	P	13344	Helitron-N2	336	X:365686-365785	365686	365785	365686	365785	1A	103614	1A	103614
Helitron-N2	1	Helitron-N1	336	Jockey-3	4212	X:366121-366173	366121	366173	366121	366173	1A	103614	1A	103614
Jockey-3	1	Helitron-N2	4212	DNAREP1	580	X:370385-370531	370385	370531	370385	370531	1A	103614	1A	103614
DNAREP1	1	Jockey-3	580	Helitron-N1	974	X:371111-371165	371111	371165	371111	371165	1A	103614	1A	103614
Helitron-N1	1	DNAREP1	974	Transib-1	17115	X:372139-372224	372139	372224	372139	372224	1A	103614	1A	103614
Transib-1	1	Helitron-N1	17115	Helitron-N1	2812	X:389339-389377	389339	389377	389339	389377	1A	103614	1A	103614
Helitron-N1	1	Transib-1	2812	Helitron-1	8861	X:392189-392236	392189	392236	392189	392236	1A	103614	1A	103614
Helitron-1	1	Helitron-N1	8861	Jockey-6	8649	X:401097-401153	401097	401153	401097	401153	1A	103614	1A	103614
Jockey-6	1	Helitron-1	8649	BEL	18568	X:409802-409906	409802	409906	409802	409906	1B	408583	1B	408583
BEL	2	Jockey-6	18568	Helitron-2	2872	X:428474-434600	428474	434239	434240	434600	1B	408583	1B	408583
Helitron-2	1	BEL	2872	Helitron-1	125	X:437472-437539	437472	437539	437472	437539	1B	408583	1B	408583
Helitron-1	1	Helitron-2	125	Gypsy8-I	24328	X:437664-437761	437664	437761	437664	437761	1B	408583	1B	408583
Gypsy8-I	1	Helitron-1	24328	Helitron-N2	407	X:462089-462175	462089	462175	462089	462175	1B	408583	1B	408583
Helitron-N2	1	Gypsy8-I	407	hAT-N1B	1	X:462582-462628	462582	462628	462582	462628	1B	408583	1B	408583
hAT-N1B	1	Helitron-N2	1	Helitron-N2	178	X:462629-462644	462629	462644	462629	462644	1B	408583	1B	408583
Helitron-N2	1	hAT-N1B	178	Jockey-3	55928	X:462822-462910	462822	462910	462822	462910	1B	408583	1B	408583
Jockey-3	1	Helitron-N2	55928	HeT-A3	5137	X:518838-519168	518838	519168	518838	519168	1B	408583	1B	408583
HeT-A3	1	Jockey-3	5137	Helitron-N1	19564	X:524305-524376	524305	524376	524305	524376	1B	408583	1B	408583
Helitron-N1	1	HeT-A3	19564	DNAREP1	3	X:543940-543983	543940	543983	543940	543983	1B	408583	1B	408583
DNAREP1	1	Helitron-N1	3	R-Rsp	2810	X:543986-544087	543986	544087	543986	544087	1B	408583	1B	408583
R-Rsp	1	DNAREP1	2810	DM412B	4522	X:546897-546955	546897	546955	546897	546955	1B	408583	1B	408583
DM412B	1	R-Rsp	4522	DM412	1	X:551477-551959	551477	551959	551477	551959	1B	408583	1B	408583
DM412 1 561	1	DM412B	1	DM412	1	X:551960-552532	551960	552532	551960	552532	1B	408583	1B	408583
DM412 1 6477	1	DM412	1	hAT-N1	7153	X:552533-558981	552533	558981	552533	558981	1B	408583	1B	408583
hAT-N1	1	DM412	7153	Helitron-N2	6422	X:566134-566174	566134	566174	566134	566174	1B	408583	1B	408583
Helitron-N2	1	hAT-N1	6422	Helitron-1	27785	X:572596-572641	572596	572641	572596	572641	1B	408583	1B	408583
Helitron-1	1	Helitron-N2	27785	Helitron-N1	3429	X:600426-600494	600426	600494	600426	600494	1B	408583	1B	408583
Helitron-N1	1	Helitron-1	3429	Jockey-3	10773	X:603923-603990	603923	603990	603923	603990	1B	408583	1B	408583
Jockey-3	1	Helitron-N1	10773	REP-2	21166	X:614763-615097	614763	615097	614763	615097	1B	408583	1B	408583
REP-2	1	Jockey-3	21166	Galileo	245	X:636263-636395	636263	636395	636263	636395	1B	408583	1B	408583
Galileo	1	REP-2	245	Jockey-3	3832	X:636640-636693	636640	636693	636640	636693	1B	408583	1B	408583
Jockey-3	1	Galileo	3832	DNAREP1	5703	X:640525-640657	640525	640657	640525	640657	1B	408583	1B	408583
DNAREP1	1	Jockey-3	5703	Hoana5	290	X:646360-646777	646360	646777	646360	646777	1B	408583	1B	408583
Hoana5 132 268	1	DNAREP1	290	Hoana5	45	X:647067-647204	647067	647204	647067	647204	1B	408583	1B	408583
Hoana5 2 43	1	Hoana5	45	Jockey-3	2138	X:647249-647290	647249	647290	647249	647290	1B	408583	1B	408583
Jockey-3	1	Hoana5	2138	Jockey-6	2026	X:649428-649564	649428	649564	649428	649564	1B	408583	1B	408583
Jockey-6	1	Jockey-3	2026	Gypsy-11	4029	X:651590-651697	651590	651697	651590	651697	1B	408583	1B	408583
Gypsy-11	1	Jockey-6	4029	DNAREP1	8025	X:655726-655853	655726	655853	655726	655853	1B	408583	1B	408583
DNAREP1	1	Gypsy-11	8025	DNAREP1	1588	X:663878-663928	663878	663928	663878	663928	1C	660484	1C	660484
DNAREP1	1	DNAREP1	1588	Helitron-1	8073	X:665516-665730	665516	665730	665516	665730	1C	660484	1C	660484
Helitron-1	1	DNAREP1	8073	DNAREP1	10470	X:673803-673901	673803	673901	673803	673901	1C	660484	1C	660484
DNAREP1	1	Helitron-1	10470	Helitron-1	9227	X:684371-684723	684371	684723	684371	684723	1C	660484	1C	660484
Helitron-1	1	DNAREP1	9227	Helitron-N1	64	X:693950-694023	693950	694023	693950	694023	1C	660484	1C	660484
Helitron-N1	1	Helitron-1	64	DNAREP1	23	X:694087-694139	694087	694139	694087	694139	1C	660484	1C	660484
DNAREP1	1	Helitron-N1	23	Helitron-N1	5263	X:694162-694461	694162	694461	694162	694461	1C	660484	1C	660484
Helitron-N1	1	DNAREP1	5263	Helitron-1	118	X:699724-699781	699724	699781	699724	699781	1C	660484	1C	660484
Helitron-1	1	Helitron-N1	118	DNAREP1	5219	X:699899-699980	699899	699980	699899	699980	1C	660484	1C	660484
DNAREP1	1	Helitron-1	5219	DNAREP1	5003	X:705199-705583	705199	705583	705199	705583	1C	660484	1C	660484
DNAREP1	1	DNAREP1	5003	Helitron-1	830	X:710586-711118	710586	711118	710586	711118	1C	660484	1C	660484
Helitron-1	1	DNAREP1	830	Helitron-N1	91	X:711948-712015	711948	712015	711948	712015	1C	660484	1C	660484
Helitron-N1	1	Helitron-1	91	DNAREP1	6658	X:712106-712160	712106	712160	712106	712160	1C	660484	1C	660484
DNAREP1	1	Helitron-N1	6658	DNAREP1	2783	X:718818-718912	718818	718912	718818	718912	1C	660484	1C	660484
DNAREP1	1	DNAREP1	2783	Helitron-N1	1328	X:721695-721936	721695	721936	721695	721936	1C	660484	1C	660484
Helitron-N1	1	DNAREP1	1328	Helitron-1	54215	X:723264-723331	723264	723331	723264	723331	1C	660484	1C	660484
Helitron-1	1	Helitron-N1	54215	DNAREP1	0	X:777546-777608	777546	777608	777546	777608	1C	660484	1C	660484
DNAREP1	2	Helitron-1	0	DM297	34046	X:777608-778665	777608	777673	778507	778665	1C	660484	1C	660484
DM297	2	DNAREP1	34046	ROO	9762	X:812711-817895	812711	816728	817495	817895	1C	660484	1C	660484
ROO	2	DM297	9762	Transib-1	8163	X:827657-835390	827657	833654	833652	835390	1C	660484	1C	660484
Transib-1	1	ROO	8163	DNAREP1	5224	X:843553-843623	843553	843623	843553	843623	1D	831097	1D	831097
DNAREP1	1	Transib-1	5224	Helitron-1	23863	X:848847-848934	848847	848934	848847	848934	1D	831097	1D	831097
Helitron-1	1	DNAREP1	23863	1.688	15986	X:872797-872866	872797	872866	872797	872866	1D	831097	1D	831097
1.688	2	Helitron-1	15986	S	16925	X:888852-889831	888852	889181	889794	889831	1D	831097	1D	831097
S	1	1.688	16925	DNAREP1	12206	X:906756-908489	906756	908489	906756	908489	1D	831097	1D	831097
DNAREP1	1	S	12206	Helitron-1	49951	X:920695-920762	920695	920762	920695	920762	1D	831097	1D	831097
Helitron-1	1	DNAREP1	49951	1.688	155	X:970713-970777	970713	970777	970713	970777	1D	831097	1D	831097
1.688	2	Helitron-1	155	TRANSIB4	39001	X:970932-971476	970932	971285	971315	971476	1D	831097	1D	831097
TRANSIB4 2533 2610	1	1.688	39001	TRANSIB4	31	X:1010477-1010552	1010477	1010552	1010477	1010552	1E	991048	1E	991048
TRANSIB4 1 50	1	TRANSIB4	31	BEL-2	2554	X:1010583-1010633	1010583	1010633	1010583	1010633	1E	991048	1E	991048
BEL-2	1	TRANSIB4	2554	Mariner-20	1089	X:1013187-1013253	1013187	1013253	1013187	1013253	1E	991048	1E	991048
Mariner-20	1	BEL-2	1089	PROTOP	3408	X:1014342-1014534	1014342	1014534	1014342	1014534	1E	991048	1E	991048
PROTOP	2	Mariner-20	3408	hAT-2	19	X:1017942-1018104	1017942	1017997	1018030	1018104	1E	991048	1E	991048
hAT-2	1	PROTOP	19	MuDR-1	4025	X:1018123-1018228	1018123	1018228	1018123	1018228	1E	991048	1E	991048
MuDR-1	1	hAT-2	4025	DMRT1C	2274	X:1022253-1022488	1022253	1022488	1022253	1022488	1E	991048	1E	991048
DMRT1C 1416 2089	1	MuDR-1	2274	R1-1	6	X:1024762-1025463	1024762	1025463	1024762	1025463	1E	991048	1E	991048
R1-1	1	DMRT1C	6	DMRT1C	-6	X:1025469-1025503	1025469	1025503	1025469	1025503	1E	991048	1E	991048
DMRT1C 2851 2978	1	R1-1	-6	Baggins1	359	X:1025497-1025624	1025497	1025624	1025497	1025624	1E	991048	1E	991048
Baggins1 5324 5453	1	DMRT1C	359	Baggins1	31	X:1025983-1026115	1025983	1026115	1025983	1026115	1E	991048	1E	991048
Baggins1 5102 5222	1	Baggins1	31	DM412B	7141	X:1026146-1026266	1026146	1026266	1026146	1026266	1E	991048	1E	991048
DM412B	1	Baggins1	7141	DM412	1	X:1033407-1033923	1033407	1033923	1033407	1033923	1E	991048	1E	991048
DM412 1 561	1	DM412B	1	DM412	1	X:1033924-1034497	1033924	1034497	1033924	1034497	1E	991048	1E	991048
DM412 1 6477	1	DM412	1	Homo6	14633	X:1034498-1040986	1034498	1040986	1034498	1040986	1E	991048	1E	991048
Homo6 706 792	1	DM412	14633	HeT-A3	4348	X:1055619-1055706	1055619	1055706	1055619	1055706	1E	991048	1E	991048
HeT-A3	1	Homo6	4348	ROO	3673	X:1060054-1060138	1060054	1060138	1060054	1060138	1E	991048	1E	991048
ROO	3	HeT-A3	3673	TART	12282	X:1063811-1072546	1063811	1064888	1067997	1072546	1E	991048	1E	991048
TART	1	ROO	12282	Gypsy-50	6170	X:1084828-1084963	1084828	1084963	1084828	1084963	1E	991048	1E	991048
Gypsy-50	1	TART	6170	Galileo	36708	X:1091133-1091176	1091133	1091176	1091133	1091176	1E	991048	1E	991048
Galileo	1	Gypsy-50	36708	Helitron-N2	2658	X:1127884-1127916	1127884	1127916	1127884	1127916	1E	991048	1E	991048
Helitron-N2	1	Galileo	2658	Helitron-2	40	X:1130574-1130786	1130574	1130786	1130574	1130786	1E	991048	1E	991048
Helitron-2	1	Helitron-N2	40	DNAREP1	14091	X:1130826-1130897	1130826	1130897	1130826	1130897	1E	991048	1E	991048
DNAREP1	3	Helitron-2	14091	Helitron-2	4137	X:1144988-1146489	1144988	1145240	1146157	1146489	1E	991048	1E	991048
Helitron-2	1	DNAREP1	4137	Mariner-10	7923	X:1150626-1150680	1150626	1150680	1150626	1150680	1E	991048	1E	991048
Mariner-10	1	Helitron-2	7923	Jockey-3	36620	X:1158603-1158657	1158603	1158657	1158603	1158657	1E	991048	1E	991048
Jockey-3	1	Mariner-10	36620	Gypsy8-I	1	X:1195277-1195318	1195277	1195318	1195277	1195318	1E	991048	1E	991048
Gypsy8-I	1	Jockey-3	1	Jockey-6	11489	X:1195319-1195538	1195319	1195538	1195319	1195538	1E	991048	1E	991048
Jockey-6	1	Gypsy8-I	11489	Jockey-3	11837	X:1207027-1207150	1207027	1207150	1207027	1207150	1E	991048	1E	991048
Jockey-3	2	Jockey-6	11837	Gypsy8-I	492	X:1218987-1220021	1218987	1219167	1219825	1220021	1E	991048	1E	991048
Gypsy8-I	2	Jockey-3	492	Jockey-3	1	X:1220513-1220745	1220513	1220658	1220719	1220745	1E	991048	1E	991048
Jockey-3	1	Gypsy8-I	1	Gypsy8-I	1	X:1220746-1220880	1220746	1220880	1220746	1220880	1E	991048	1E	991048
Gypsy8-I	1	Jockey-3	1	Jockey-3	450	X:1220881-1220901	1220881	1220901	1220881	1220901	1E	991048	1E	991048
Jockey-3	1	Gypsy8-I	450	HeT-A3	9481	X:1221351-1221446	1221351	1221446	1221351	1221446	1E	991048	1E	991048
HeT-A3	1	Jockey-3	9481	TART	16003	X:1230927-1230997	1230927	1230997	1230927	1230997	1E	991048	1E	991048
TART	2	HeT-A3	16003	Gypsy8-I	680	X:1247000-1247152	1247000	1247101	1247129	1247152	1E	991048	1E	991048
Gypsy8-I	1	TART	680	DNAREP1	2385	X:1247832-1247935	1247832	1247935	1247832	1247935	1E	991048	1E	991048
DNAREP1	1	Gypsy8-I	2385	Gypsy-31	44680	X:1250320-1250411	1250320	1250411	1250320	1250411	1E	991048	1E	991048
Gypsy-31	1	DNAREP1	44680	Jockey-3	268	X:1295091-1295194	1295091	1295194	1295091	1295194	1F	1254810	1F	1254810
Jockey-3	1	Gypsy-31	268	Helitron-2	15641	X:1295462-1295689	1295462	1295689	1295462	1295689	1F	1254810	1F	1254810
Helitron-2	1	Jockey-3	15641	DNAREP1	90	X:1311330-1311390	1311330	1311390	1311330	1311390	1F	1254810	1F	1254810
DNAREP1	1	Helitron-2	90	Jockey-3	31248	X:1311480-1311531	1311480	1311531	1311480	1311531	1F	1254810	1F	1254810
Jockey-3	1	DNAREP1	31248	IVK	14953	X:1342779-1342882	1342779	1342882	1342779	1342882	1F	1254810	1F	1254810
IVK	1	Jockey-3	14953	DOC	1	X:1357835-1359242	1357835	1359242	1357835	1359242	1F	1254810	1F	1254810
DOC 3 4725	1	IVK	1	IVK	2	X:1359243-1363966	1359243	1363966	1359243	1363966	1F	1254810	1F	1254810
IVK	1	DOC	2	hAT-2	34336	X:1363968-1367938	1363968	1367938	1363968	1367938	1F	1254810	1F	1254810
hAT-2	1	IVK	34336	Gypsy-2	20322	X:1402274-1402323	1402274	1402323	1402274	1402323	2A	1368553	2A	1368553
Gypsy-2	1	hAT-2	20322	1.688	43503	X:1422645-1422700	1422645	1422700	1422645	1422700	2A	1368553	2A	1368553
1.688	1	Gypsy-2	43503	HeT-A3	15043	X:1466203-1466405	1466203	1466405	1466203	1466405	2A	1368553	2A	1368553
HeT-A3	1	1.688	15043	PROTOP	32656	X:1481448-1481534	1481448	1481534	1481448	1481534	2B	1475669	2B	1475669
PROTOP	2	HeT-A3	32656	RSP-LIKE	3438	X:1514190-1514452	1514190	1514384	1514404	1514452	2B	1475669	2B	1475669
RSP-LIKE	1	PROTOP	3438	LINEJ1	128	X:1517890-1518036	1517890	1518036	1517890	1518036	2B	1475669	2B	1475669
LINEJ1	2	RSP-LIKE	128	Homo6	6296	X:1518164-1523434	1518164	1523183	1523185	1523434	2B	1475669	2B	1475669
Homo6 694 771	1	LINEJ1	6296	1.688	9722	X:1529730-1529798	1529730	1529798	1529730	1529798	2B	1475669	2B	1475669
1.688	4	Homo6	9722	I	27024	X:1539520-1540690	1539520	1539663	1540379	1540690	2B	1475669	2B	1475669
I	1	1.688	27024	Homo6	2319	X:1567714-1569443	1567714	1569443	1567714	1569443	2B	1475669	2B	1475669
Homo6 746 878	1	I	2319	HeT-A3	55797	X:1571762-1571895	1571762	1571895	1571762	1571895	2B	1475669	2B	1475669
HeT-A3	1	Homo6	55797	GTWIN	287	X:1627692-1627742	1627692	1627742	1627692	1627742	2B	1475669	2B	1475669
GTWIN	3	HeT-A3	287	TART	23592	X:1628029-1635439	1628029	1628523	1634945	1635439	2B	1475669	2B	1475669
TART	1	GTWIN	23592	TART	28614	X:1659031-1659174	1659031	1659174	1659031	1659174	2B	1475669	2B	1475669
TART	1	TART	28614	1.688	15463	X:1687788-1687908	1687788	1687908	1687788	1687908	2B	1475669	2B	1475669
1.688	5	TART	15463	ROO	32417	X:1703371-1704749	1703371	1703513	1704575	1704749	2B	1475669	2B	1475669
ROO	2	1.688	32417	Jockey-9	16961	X:1737166-1746272	1737166	1745122	1745209	1746272	2B	1475669	2B	1475669
Jockey-9	1	ROO	16961	Polinton-1	10915	X:1763233-1763322	1763233	1763322	1763233	1763322	2B	1475669	2B	1475669
