Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
M4DM 1217 1435	1	PROTOP	29025	M4DM	-5	X:883419-883637	883419	883637	883419	883637	1D	831097	1E	873668
M4DM 881 978	1	M4DM	-5	M4DM	-5	X:883632-883719	883632	883719	883632	883719	1D	831097	1E	873668
M4DM 11 463	1	M4DM	-5	Mariner-20	2715	X:883714-884142	883714	884142	883714	884142	1D	831097	1E	873668
Mariner-20	1	M4DM	2715	FB4	6	X:886857-887172	886857	887172	886857	887172	1D	831097	1E	873668
FB4	1	Mariner-20	6	Jockey2	3911	X:887178-887534	887178	887534	887178	887534	1D	831097	1E	873668
Jockey2 3363 3410	1	FB4	3911	Jockey2	0	X:891445-891492	891445	891492	891445	891492	1D	831097	1E	873668
Jockey2 2397 2680	1	Jockey2	0	Homo6	19617	X:891492-891787	891492	891787	891492	891787	1D	831097	1E	873668
Homo6 706 796	1	Jockey2	19617	Gypsy-5	2671	X:911404-911493	911404	911493	911404	911493	1D	831097	1E	873668
Gypsy-5	1	Homo6	2671	Gypsy-5	1527	X:914164-914235	914164	914235	914164	914235	1D	831097	1E	873668
Gypsy-5	1	Gypsy-5	1527	Jockey2	3152	X:915762-915843	915762	915843	915762	915843	1D	831097	1E	873668
Jockey2 3255 3424	1	Gypsy-5	3152	PROTOP	14372	X:918995-919157	918995	919157	918995	919157	1D	831097	1E	873668
PROTOP	1	Jockey2	14372	MINIME	25099	X:933529-934623	933529	934623	933529	934623	1D	831097	1E	873668
MINIME	1	PROTOP	25099	Helitron-N1	9593	X:959722-959764	959722	959764	959722	959764	1D	831097	1E	873668
Helitron-N1	1	MINIME	9593	Helitron-1	9636	X:969357-969420	969357	969420	969357	969420	1D	831097	1E	873668
Helitron-1	1	Helitron-N1	9636	Helitron-2	136	X:979056-979114	979056	979114	979056	979114	1D	831097	1E	873668
Helitron-2	1	Helitron-1	136	PROTOP	12257	X:979250-979324	979250	979324	979250	979324	1D	831097	1E	873668
PROTOP 4204 4479	1	Helitron-2	12257	PROTOP	9	X:991581-991815	991581	991815	991581	991815	1E	991048	1E	873668
PROTOP 4002 4061	1	PROTOP	9	PROTOP	0	X:991824-991880	991824	991880	991824	991880	1E	991048	1E	873668
PROTOP 3625 3665	1	PROTOP	0	PROTOP	2	X:991880-991920	991880	991920	991880	991920	1E	991048	1E	873668
PROTOP	1	PROTOP	2	DNAREP1	1671	X:991922-992333	991922	992333	991922	992333	1E	991048	1E	873668
DNAREP1	3	PROTOP	1671	PROTOP	1	X:994004-995331	994004	994240	995225	995331	1E	991048	1E	873668
PROTOP	1	DNAREP1	1	Galileo	15093	X:995332-995761	995332	995761	995332	995761	1E	991048	1E	873668
Galileo	1	PROTOP	15093	Gypsy-27	30101	X:1010854-1010887	1010854	1010887	1010854	1010887	1E	991048	1E	873668
Gypsy-27	1	Galileo	30101	Gypsy-23	3913	X:1040988-1041059	1040988	1041059	1040988	1041059	1E	991048	1E	873668
Gypsy-23	1	Gypsy-27	3913	Jockey-3	23343	X:1044972-1045113	1044972	1045113	1044972	1045113	1E	991048	1E	873668
Jockey-3	1	Gypsy-23	23343	TART	744	X:1068456-1068545	1068456	1068545	1068456	1068545	1E	991048	1E	873668
TART	1	Jockey-3	744	Jockey-3	463	X:1069289-1069499	1069289	1069499	1069289	1069499	1E	991048	1E	873668
Jockey-3	1	TART	463	Gypsy8-I	114	X:1069962-1070096	1069962	1070096	1069962	1070096	1E	991048	1E	873668
Gypsy8-I	1	Jockey-3	114	Jockey-3	425	X:1070210-1070349	1070210	1070349	1070210	1070349	1E	991048	1E	873668
Jockey-3	1	Gypsy8-I	425	Copia-4	15	X:1070774-1070800	1070774	1070800	1070774	1070800	1E	991048	1E	873668
Copia-4	1	Jockey-3	15	TART	25341	X:1070815-1070895	1070815	1070895	1070815	1070895	1E	991048	1E	873668
TART	1	Copia-4	25341	DNAREP1	3109	X:1096236-1096399	1096236	1096399	1096236	1096399	1E	991048	1E	873668
DNAREP1	1	TART	3109	BEL-21	1757	X:1099508-1099583	1099508	1099583	1099508	1099583	1E	991048	1E	873668
BEL-21	2	DNAREP1	1757	Helitron-N2	32550	X:1101340-1101746	1101340	1101378	1101692	1101746	1E	991048	1E	873668
Helitron-N2	1	BEL-21	32550	Jockey-3	10170	X:1134296-1134355	1134296	1134355	1134296	1134355	1E	991048	1F	1103895
Jockey-3	1	Helitron-N2	10170	Galileo	7615	X:1144525-1144601	1144525	1144601	1144525	1144601	1E	991048	1F	1103895
Galileo	1	Jockey-3	7615	Helitron-2	7972	X:1152216-1152253	1152216	1152253	1152216	1152253	1E	991048	1F	1103895
Helitron-2	1	Galileo	7972	DNAREP1	74	X:1160225-1160293	1160225	1160293	1160225	1160293	1E	991048	1F	1103895
DNAREP1	1	Helitron-2	74	Jockey-3	26575	X:1160367-1160415	1160367	1160415	1160367	1160415	1E	991048	1F	1103895
Jockey-3	1	DNAREP1	26575	TART	4398	X:1186990-1187132	1186990	1187132	1186990	1187132	1E	991048	1F	1103895
TART	1	Jockey-3	4398	Gypsy-6	18331	X:1191530-1191647	1191530	1191647	1191530	1191647	1E	991048	1F	1103895
Gypsy-6	1	TART	18331	Gypsy-5	2756	X:1209978-1210044	1209978	1210044	1209978	1210044	1E	991048	1F	1103895
Gypsy-5	1	Gypsy-6	2756	Jockey-6	24841	X:1212800-1212863	1212800	1212863	1212800	1212863	1E	991048	1F	1103895
Jockey-6	1	Gypsy-5	24841	Polinton-1	28942	X:1237704-1237774	1237704	1237774	1237704	1237774	1E	991048	2A	1223313
Polinton-1	1	Jockey-6	28942	Jockey-3	6155	X:1266716-1266796	1266716	1266796	1266716	1266796	1F	1254810	2A	1223313
Jockey-3	1	Polinton-1	6155	1.688	32013	X:1272951-1273029	1272951	1273029	1272951	1273029	1F	1254810	2A	1223313
1.688	2	Jockey-3	32013	Gypsy-22	35979	X:1305042-1305479	1305042	1305369	1305374	1305479	1F	1254810	2A	1223313
Gypsy-22	1	1.688	35979	Homo6	4483	X:1341458-1341553	1341458	1341553	1341458	1341553	1F	1254810	2B	1334293
Homo6 730 790	1	Gypsy-22	4483	RSP-LIKE	10465	X:1346036-1346095	1346036	1346095	1346036	1346095	1F	1254810	2B	1334293
RSP-LIKE	1	Homo6	10465	1.688	16141	X:1356560-1356705	1356560	1356705	1356560	1356705	1F	1254810	2B	1334293
1.688	5	RSP-LIKE	16141	Gypsy8-I	2444	X:1372846-1373868	1372846	1373027	1373767	1373868	2A	1368553	2B	1334293
Gypsy8-I	1	1.688	2444	HOBO	22792	X:1376312-1376395	1376312	1376395	1376312	1376395	2A	1368553	2B	1334293
HOBO 2673 3016	1	Gypsy8-I	22792	PROTOP	382	X:1399187-1399502	1399187	1399502	1399187	1399502	2A	1368553	2B	1334293
PROTOP	1	HOBO	382	HOBO	4	X:1399884-1399953	1399884	1399953	1399884	1399953	2A	1368553	2B	1334293
HOBO 1 314	1	PROTOP	4	Helitron-1	1	X:1399957-1400340	1399957	1400340	1399957	1400340	2A	1368553	2B	1334293
Helitron-1	1	HOBO	1	Homo6	3924	X:1400341-1400378	1400341	1400378	1400341	1400378	2A	1368553	2B	1334293
Homo6 694 875	1	Helitron-1	3924	Gypsy-23	2824	X:1404302-1404436	1404302	1404436	1404302	1404436	2A	1368553	2B	1334293
Gypsy-23	1	Homo6	2824	Gypsy-26	6600	X:1407260-1407428	1407260	1407428	1407260	1407428	2A	1368553	2B	1334293
Gypsy-26	1	Gypsy-23	6600	Gypsy-6	33582	X:1414028-1414104	1414028	1414104	1414028	1414104	2A	1368553	2B	1334293
Gypsy-6	1	Gypsy-26	33582	HeT-A3	12789	X:1447686-1447732	1447686	1447732	1447686	1447732	2A	1368553	2B	1334293
HeT-A3	1	Gypsy-6	12789	TART	23553	X:1460521-1460576	1460521	1460576	1460521	1460576	2A	1368553	2B	1334293
TART	1	HeT-A3	23553	HOBO	11057	X:1484129-1484318	1484129	1484318	1484129	1484318	2B	1475669	2B	1334293
HOBO 1 314	1	TART	11057	PROTOP	4	X:1495375-1495688	1495375	1495688	1495375	1495688	2B	1475669	2B	1334293
PROTOP	2	HOBO	4	HOBO	-1	X:1495692-1496075	1495692	1495761	1495929	1496075	2B	1475669	2B	1334293
HOBO 2632 3016	1	PROTOP	-1	TART	17417	X:1496074-1496456	1496074	1496456	1496074	1496456	2B	1475669	2B	1334293
TART	1	HOBO	17417	1.688	15386	X:1513873-1514063	1513873	1514063	1513873	1514063	2B	1475669	2B	1334293
1.688	3	TART	15386	HOBO	1218	X:1529449-1530253	1529449	1529615	1529970	1530253	2B	1475669	2B	1334293
HOBO 1 295	1	1.688	1218	PROTOP	45	X:1531471-1531813	1531471	1531813	1531471	1531813	2B	1475669	2B	1334293
PROTOP 17 75	1	HOBO	45	HOBO	380	X:1531858-1531927	1531858	1531927	1531858	1531927	2B	1475669	2B	1334293
HOBO 2673 3016	1	PROTOP	380	R1	56121	X:1532307-1532622	1532307	1532622	1532307	1532622	2B	1475669	2B	1334293
R1	1	HOBO	56121	HeT-A3	3967	X:1588743-1588802	1588743	1588802	1588743	1588802	2B	1475669	2B	1334293
HeT-A3	1	R1	3967	R1	29716	X:1592769-1592838	1592769	1592838	1592769	1592838	2B	1475669	2B	1334293
R1	1	HeT-A3	29716	1.688	6656	X:1622554-1622667	1622554	1622667	1622554	1622667	2B	1475669	2B	1334293
1.688	3	R1	6656	TART	228	X:1629323-1629968	1629323	1629515	1629883	1629968	2B	1475669	2B	1334293
TART	1	1.688	228	DNAREP1	5485	X:1630196-1630284	1630196	1630284	1630196	1630284	2B	1475669	2B	1334293
DNAREP1	1	TART	5485	Transib-1	7587	X:1635769-1636074	1635769	1636074	1635769	1636074	2B	1475669	2B	1334293
Transib-1	1	DNAREP1	7587	Galileo	5609	X:1643661-1643709	1643661	1643709	1643661	1643709	2B	1475669	2B	1334293
Galileo	1	Transib-1	5609	Jockey-3	10983	X:1649318-1649354	1649318	1649354	1649318	1649354	2B	1475669	2B	1334293
Jockey-3	1	Galileo	10983	R1	6811	X:1660337-1660564	1660337	1660564	1660337	1660564	2B	1475669	2B	1334293
R1	1	Jockey-3	6811	1.688	4928	X:1667375-1667564	1667375	1667564	1667375	1667564	2B	1475669	2B	1334293
1.688	2	R1	4928	Gypsy8-I	30338	X:1672492-1672954	1672492	1672838	1672851	1672954	2B	1475669	2B	1334293
Gypsy8-I	1	1.688	30338	Gypsy-25	6003	X:1703292-1703348	1703292	1703348	1703292	1703348	2B	1475669	2B	1334293
Gypsy-25	1	Gypsy8-I	6003	PROTOP	11414	X:1709351-1709393	1709351	1709393	1709351	1709393	2B	1475669	2B	1334293
PROTOP	1	Gypsy-25	11414	1.688	15760	X:1720807-1721279	1720807	1721279	1720807	1721279	2B	1475669	2B	1334293
1.688	1	PROTOP	15760	Helitron-N1	52128	X:1737039-1737175	1737039	1737175	1737039	1737175	2B	1475669	2B	1334293
Helitron-N1	1	1.688	52128	Gypsy8-I	1966	X:1789303-1789450	1789303	1789450	1789303	1789450	2B	1475669	2B	1334293
Gypsy8-I	1	Helitron-N1	1966	TART	1	X:1791416-1791474	1791416	1791474	1791416	1791474	2B	1475669	2B	1334293
TART	1	Gypsy8-I	1	TART	3415	X:1791475-1791493	1791475	1791493	1791475	1791493	2B	1475669	2B	1334293
TART	1	TART	3415	Gypsy8-I	4839	X:1794908-1795115	1794908	1795115	1794908	1795115	2B	1475669	2B	1334293
Gypsy8-I	1	TART	4839	Jockey-3	1	X:1799954-1799985	1799954	1799985	1799954	1799985	2B	1475669	2C	1796918
Jockey-3	1	Gypsy8-I	1	Jockey-6	3463	X:1799986-1800042	1799986	1800042	1799986	1800042	2B	1475669	2C	1796918
Jockey-6	1	Jockey-3	3463	Jockey-3	220	X:1803505-1803567	1803505	1803567	1803505	1803567	2B	1475669	2C	1796918
Jockey-3	1	Jockey-6	220	TART	536	X:1803787-1804096	1803787	1804096	1803787	1804096	2B	1475669	2C	1796918
TART	1	Jockey-3	536	Gypsy-23	1	X:1804632-1804670	1804632	1804670	1804632	1804670	2B	1475669	2C	1796918
Gypsy-23	1	TART	1	Gypsy-2	19744	X:1804671-1804816	1804671	1804816	1804671	1804816	2B	1475669	2C	1796918
Gypsy-2	1	Gypsy-23	19744	Helitron-N1	1	X:1824560-1824579	1824560	1824579	1824560	1824579	2B	1475669	2C	1796918
Helitron-N1	1	Gypsy-2	1	Polinton-1	12026	X:1824580-1824625	1824580	1824625	1824580	1824625	2B	1475669	2C	1796918
Polinton-1	1	Helitron-N1	12026	TART	7048	X:1836651-1836730	1836651	1836730	1836651	1836730	2B	1475669	2C	1796918
TART	1	Polinton-1	7048	Jockey-6	13158	X:1843778-1843856	1843778	1843856	1843778	1843856	2B	1475669	2C	1796918
